name,sgnum,numpeaks
1513955,2,33
7117457,2,20
4024226,4,41
2013612,2,14
1508608,2,51
4025175,2,56
7213156,14,35
4028375,2,32
4001062,2,18
4020174,4,43
2204130,2,42
4023085,4,42
2202678,2,45
4026407,4,52
2210951,2,44
4020932,14,69
4114247,2,11
4020281,2,48
2222226,9,17
7150292,2,43
1504948,2,44
7215124,14,18
7001656,14,11
2004094,4,27
2018306,2,43
4067707,2,91
1502975,36,18
7153038,4,71
2226071,14,25
2209780,14,17
7038911,4,40
7154804,2,49
7210752,2,14
4022633,19,74
2006135,2,27
7154609,9,18
4072174,19,16
9007519,19,40
1505509,2,53
7203481,2,34
2007153,14,25
4117594,19,21
2008381,2,36
7118331,2,50
1515617,2,52
2103890,2,11
4505816,2,17
1543862,4,10
2222930,14,32
7206488,14,21
7154331,14,26
1512367,2,67
7154084,29,20
7036058,4,28
4071997,14,27
4020603,2,27
1507617,4,37
4028256,19,20
7154922,4,98
4505682,2,77
4020664,2,15
1540482,4,19
4325398,4,18
7017744,14,15
4075611,2,61
2005354,29,13
4107219,4,31
1506095,14,7
2203109,14,48
2200227,14,28
4085650,2,58
2019898,2,16
4020276,14,41
2008366,14,26
7154766,2,51
1511805,14,17
4101841,4,26
7208269,2,13
1520159,62,12
1517925,4,37
2221827,14,22
2218833,14,26
1516081,2,23
2222407,2,15
2012991,2,25
2205224,2,26
7117624,2,14
4024035,14,22
7154938,14,27
2217771,14,27
7216545,31,21
7218782,4,34
7003676,4,39
4069120,2,77
2006823,14,13
4102673,4,29
4335263,2,47
8101221,2,14
2007015,2,25
7152830,4,67
4082698,14,43
7211302,14,23
2213149,2,15
2007914,2,11
7150365,2,17
7154908,2,47
2226811,14,15
4513000,14,18
2006748,2,21
2105586,2,16
4023913,29,12
2201928,14,28
7153163,4,47
2214780,4,25
2206112,19,24
1529280,14,16
2203540,4,28
4086042,5,21
4027840,144,11
7207490,14,26
2232576,2,13
7204362,4,22
2208349,2,15
7152987,4,12
7219929,14,40
2013641,19,35
9016039,14,23
2105105,19,23
2223455,2,17
4501921,2,18
1501866,1,49
4503650,2,39
2002075,14,13
7213502,2,36
4077149,2,38
7217714,2,44
7212709,1,10
7102297,2,45
1100661,2,40
4020047,2,26
4116150,14,6
1543147,4,35
7218991,2,34
1520185,14,7
2100914,14,36
4122617,14,83
7053273,14,30
2223716,4,65
2236498,4,34
1508793,14,10
2103891,2,9
7153254,14,18
4020820,4,24
7008343,14,47
2203943,4,15
7103365,14,34
4109025,2,52
2019482,4,25
4023570,2,36
7154377,4,18
1503261,1,68
1512377,14,20
4023190,62,5
4022041,14,63
2201329,4,17
7150130,14,33
7151179,14,25
4308614,114,25
7221735,2,17
2016306,2,27
2100385,14,20
2234992,4,28
7155270,14,29
4028709,1,13
2011562,14,37
4103805,4,15
4026401,14,28
2238090,2,54
7150089,4,41
1518301,2,47
7152227,2,29
2234403,2,12
7212974,14,26
1508311,14,10
1502101,2,44
2011802,4,21
7205148,1,35
2223751,19,19
4076329,2,78
4022177,2,106
1525589,62,8
4502295,2,41
4507995,2,10
7054439,2,30
2224982,19,32
7053274,14,21
7216972,2,34
4025693,76,16
2104411,92,18
2201159,14,95
7035975,2,70
2231622,14,47
7052198,2,43
2230263,14,36
2216316,2,21
2007854,2,14
4023963,4,22
4119011,4,79
2239452,2,34
2206319,2,40
2216893,19,19
7200699,33,27
1519257,56,13
4513320,14,4
7214795,2,19
4025583,4,37
2010292,2,19
2235980,2,22
7219794,14,33
4504006,14,19
4072293,2,52
7034619,2,18
1503811,4,16
2211046,14,16
7152906,4,71
2235213,14,42
7054487,2,27
4508022,14,10
4342362,33,37
2100671,14,20
7153151,2,31
1519975,1,32
4027838,14,69
2103888,2,12
2018812,2,18
7220202,61,11
7219686,7,31
1520162,14,32
2014007,2,18
4024078,2,23
2011779,1,37
7150890,2,24
2229580,14,67
4509974,14,29
2102826,9,76
1503403,2,59
4071491,2,24
7113087,14,34
4510271,19,33
1515088,14,33
4074249,2,61
4024925,4,26
7212871,2,10
7153352,19,46
2018173,14,33
7152291,14,36
2007670,4,38
4061207,2,53
1519496,1,32
1514663,14,52
7007145,2,57
1503614,4,45
7052830,29,6
2017595,2,32
7150644,2,51
1512325,2,97
2229637,2,92
1543010,2,42
7052009,2,18
4084008,2,43
7151614,2,51
2219569,2,20
4029508,2,59
1508923,4,15
7150289,2,52
4110435,14,31
4023480,14,27
4067543,2,88
4027729,2,48
7118284,14,37
7029718,5,42
4117035,14,40
7210539,2,74
4026467,4,40
7054717,2,16
2230021,2,38
2017244,2,93
2237964,4,41
7200313,2,53
2101959,14,32
7118017,2,45
8101969,4,22
7109153,2,36
4082178,2,115
1529473,2,61
7152382,19,23
2210061,14,29
2011649,4,27
1516763,14,42
4509150,1,49
2217760,4,20
2007982,14,31
4024510,2,90
1502962,2,32
4084692,2,30
7214425,29,3
4071000,2,55
4108581,4,15
1506009,2,52
2215154,2,51
4063769,2,38
7220702,2,26
4501793,4,51
4020009,19,22
1518906,5,16
2015376,14,17
2009826,33,13
4067243,2,116
2010839,92,51
7150711,14,55
1543061,14,29
4065630,4,48
7052197,4,26
2012082,4,43
1518943,4,28
2236213,2,47
1507257,2,29
4114134,14,25
4501204,2,33
2300573,19,40
7106604,2,36
1503550,2,37
4313493,15,22
4062543,2,48
2105111,19,31
4103544,2,29
2013013,2,11
2222158,2,18
4031960,2,44
2205490,2,53
2221391,11,11
4078424,2,28
2217606,14,24
1503103,2,33
4028004,2,65
7154306,4,32
1505203,2,26
7152620,2,25
4064894,2,81
2219736,4,40
7015873,2,66
7206434,2,30
2219309,2,19
1512588,4,43
1511933,4,36
7152414,2,29
7153607,2,27
1514245,19,40
7226160,29,43
1513447,4,33
7107011,4,15
4079767,2,24
1507325,5,21
4512707,2,14
2234878,2,27
7150719,2,39
1507302,2,50
4083950,2,93
1506088,14,16
4066750,14,41
4025238,4,16
4116822,15,15
7201832,14,29
2012509,29,18
4076719,2,36
2217464,4,64
1502276,19,65
4025877,2,18
1501685,11,21
7151882,14,70
4020464,14,32
1519569,4,30
7225200,2,14
7224034,2,25
4029563,4,43
1506838,2,24
2106750,14,50
2239734,2,45
4504086,2,37
2217820,4,27
4029244,2,44
4026074,14,17
7103354,2,66
7103946,2,32
4069583,2,93
2104165,19,46
2241138,2,35
2201876,14,31
4020752,2,48
7154599,2,62
2209718,14,37
7204769,2,22
4028814,2,44
2227127,4,23
2015857,2,29
7105644,4,25
2004605,33,7
2213115,5,14
7103003,2,15
1508159,2,56
2210704,14,36
4071183,15,9
4027596,14,25
4072764,1,32
4504371,20,16
7203480,2,35
4020016,14,30
1507393,1,46
7200244,14,22
1515094,14,31
2239460,121,10
2013200,2,15
2226629,14,44
1501963,1,85
7153434,4,16
7151002,14,35
7054723,4,12
4081467,2,51
1540378,4,24
2006750,14,24
4320726,2,13
7204156,14,12
7117584,2,29
1504534,2,24
1529421,4,22
7151830,2,40
1520189,14,7
4513126,2,40
7211140,2,16
2201557,114,16
2219120,2,86
4027327,2,39
2227450,4,26
1507172,2,18
4113695,2,46
2202869,14,65
2215317,4,27
7154493,19,18
2003405,4,31
2211006,14,23
4504544,14,19
2225586,14,47
2016191,14,14
7153207,4,50
2100171,2,30
4022704,4,22
7117575,2,23
7022013,2,65
4081966,14,26
8101994,2,46
4343841,14,19
1516002,2,36
2013148,2,21
7050362,2,14
7225354,2,17
2200618,19,28
7208860,2,33
7029303,2,18
4505805,2,45
1502093,2,40
4027732,147,26
4028486,14,41
4301580,14,32
2225295,2,21
4114902,4,13
4020382,2,24
4021213,2,57
4501762,14,19
7118019,2,25
2233150,2,62
7154337,2,13
4061354,2,27
8103228,2,19
7152739,2,35
4505843,11,21
7108670,29,9
4024681,2,74
4025480,2,32
2101269,14,16
4067488,2,72
7050147,14,12
4079818,2,98
1501886,2,52
4030962,2,74
4023681,2,71
2219970,159,23
7100618,1,77
2103904,2,12
2016352,14,25
4080783,2,31
2214481,2,12
2003728,2,32
7208834,14,13
4107020,4,23
2213026,7,16
7106099,2,39
7152455,4,60
7002371,2,28
2207714,5,23
7150256,14,30
7226227,4,36
7219795,19,19
4077151,2,70
7152593,2,42
4024030,14,16
7151503,4,44
1511810,14,15
4068068,2,91
4504543,14,18
2207550,2,82
2201433,14,28
1540616,2,11
4028160,4,21
4025699,14,19
2011525,14,17
2003736,14,54
1502326,2,46
4077297,2,39
2201569,7,22
1506771,2,23
4063169,4,33
1518439,19,17
4022632,4,28
4078907,2,20
7119153,14,32
2104161,19,29
4066473,14,77
1504238,2,22
4072069,2,92
4024043,4,41
4124403,1,48
2203815,14,49
4510539,2,17
2228621,2,56
1517483,2,47
1517787,4,37
1506277,2,71
4507991,14,10
7030435,2,18
4074843,2,24
1508629,14,26
7154747,14,30
4064236,14,30
7217125,14,15
1512630,14,39
1519318,2,53
2203172,4,31
7151843,4,49
4507897,2,17
7117379,4,39
4512806,2,27
4062099,15,27
2007884,14,38
7031555,14,51
7010761,2,67
1502132,2,18
2208840,2,13
4020866,2,85
1505100,14,8
2208260,2,20
4069611,4,84
4124725,14,27
1520759,2,35
4025318,14,37
4074944,2,62
1505610,14,23
7117272,2,72
2239166,2,37
1518436,19,19
4316752,14,23
7152263,14,28
1503591,14,9
4082417,4,41
1520657,4,77
7011928,2,36
7028419,2,16
7214416,2,28
4102521,2,46
2221948,4,50
4023620,4,72
4025135,4,29
2241482,14,30
1503539,4,49
2206248,2,21
4021798,9,70
4026305,4,97
4506395,2,16
4112660,1,34
1515092,14,35
2204051,2,9
4082343,2,12
4020289,4,49
4028332,2,19
2211065,14,72
4021938,2,26
4000324,2,24
2218382,4,15
1506513,19,22
2215598,14,19
4076915,2,48
4103236,2,68
1504203,14,29
7207715,14,29
7106654,2,49
1512132,14,20
4115181,2,61
4022660,4,31
7019821,1,59
2228413,14,31
4029269,1,50
2215299,14,44
4021764,19,27
7151942,2,51
2213716,2,69
7153729,4,34
2227104,2,25
2221147,13,17
4082203,2,78
4023884,14,45
4512767,2,17
2214808,2,28
2208541,14,18
4312373,15,21
2002929,2,10
7150868,2,38
4025036,2,42
2214223,2,25
2100566,2,44
2206720,2,29
7215842,2,28
2230959,4,29
1512335,11,46
2216200,2,19
2004081,14,26
4022661,4,50
4029105,2,44
2013587,2,37
2206177,29,9
1503365,19,29
2215558,14,21
4071094,2,69
7150944,2,51
7203855,19,27
1516196,14,28
4028454,2,28
7117123,2,59
4028463,15,58
4503780,14,64
4500319,2,97
4027394,2,74
4069534,2,102
7214359,14,26
2100663,14,56
4107009,4,28
4116145,14,10
2210903,14,39
2239897,14,56
2100436,14,17
2206415,2,14
7005968,2,36
2005229,2,39
4507722,14,21
2201115,2,25
2003051,4,9
7054472,4,26
7220372,1,50
4065195,2,38
2202232,2,45
2220267,14,30
7150172,1,36
2215126,2,14
4085827,2,26
4020060,2,42
7110944,13,20
2235657,2,22
4504913,14,26
4027153,2,33
4115853,14,22
2200666,19,12
7151166,4,70
2104821,2,21
7152708,4,25
4064611,2,25
4505174,5,17
7225379,62,21
7225355,2,12
7151619,4,28
4075714,2,36
1506103,2,23
7115909,14,60
2007132,14,21
4027065,2,69
1503134,2,49
7225364,14,55
4067296,14,15
7213760,2,26
2202320,2,26
7117512,14,16
1513913,2,56
4024901,2,36
7204425,14,14
2201726,2,38
4028302,4,53
4331494,33,22
7050959,14,17
2202327,19,41
4025913,2,32
2000627,19,36
7012290,14,28
7151817,2,32
1504608,2,18
7038634,14,11
4023779,14,43
4507809,4,30
4508707,2,18
7106263,19,25
2006099,1,8
4026907,2,63
2101567,2,82
2019244,4,35
1504301,2,75
7212661,2,33
2213841,14,26
4103910,14,13
4082318,2,73
7103405,14,7
2007892,14,15
2204027,14,27
4025223,4,87
2211920,14,9
4025265,4,31
4504009,14,38
2234419,2,16
4122566,4,35
7152404,4,39
4031528,2,21
1519553,14,30
1513142,4,27
1505063,2,39
2004087,62,11
2013366,1,26
2200100,14,48
4021366,2,33
2232859,2,26
7053225,14,43
7220307,4,63
4030977,4,27
1534110,4,100
4030117,4,29
4072533,4,54
7204911,4,16
2203578,14,20
4343391,2,35
2000855,1,40
7209109,2,20
1518483,2,61
2106978,9,26
4024926,4,27
2227777,14,24
7112256,4,62
2204784,4,19
2104253,1,36
7150836,14,48
2217913,2,35
2013627,2,47
2105247,4,22
7152793,4,74
2212787,14,18
1504311,19,63
7033079,2,41
2219261,19,27
7225612,14,35
2200139,2,36
2223983,14,22
1505320,2,52
4081211,2,70
7007919,2,42
4082717,2,25
7009315,4,47
2100167,14,37
1506344,4,34
4077326,4,70
2000561,4,22
7050108,2,27
7050082,19,13
4116117,2,31
2219119,2,41
7223229,2,35
4060679,7,44
7153625,14,71
2234572,14,35
4501732,14,8
4020834,4,23
7020308,4,12
4509238,14,37
1520258,2,13
2008567,9,23
7153259,4,54
2211755,15,26
2220269,14,33
2006955,14,14
2219469,2,21
1503773,2,22
8102847,2,9
2207033,14,27
2015207,14,38
2220694,2,15
2239748,14,10
1516355,18,7
2002067,2,16
2221885,2,12
4117079,2,43
7050364,2,20
4085077,14,37
2236768,14,29
1504971,2,35
2206057,4,30
8103158,2,31
4022555,2,18
4102576,2,46
4063516,1,23
4504545,2,14
4504534,2,20
4027135,14,59
4030670,2,39
7208094,4,28
7153465,78,24
7104407,14,15
1504038,1,51
2234595,7,17
2240908,29,24
2226437,2,28
7203856,2,18
4119385,4,28
4066593,2,70
2218663,14,28
1504764,2,35
2241592,4,25
2007772,4,21
4027266,4,22
2018172,14,17
2235045,14,26
4025410,56,12
7208663,19,19
2203246,2,48
2019006,4,22
1505243,14,37
2234003,2,19
2015856,14,32
4080636,1,60
1515155,2,49
1506921,4,43
7205283,14,26
2232830,9,62
2241252,2,27
2201624,14,20
4123800,2,30
2231560,2,28
1505524,2,42
1508338,14,66
4102834,2,32
7152454,4,21
2104978,2,49
4313817,11,35
4060087,2,59
4020092,14,52
7150546,2,41
2222846,11,26
7000351,2,14
2100743,14,15
4124258,4,34
7112220,15,22
7051298,14,17
2102626,14,37
2209286,14,18
7219101,19,15
7005099,2,93
4026515,4,35
1503909,14,33
4021739,2,27
4029344,2,30
4110685,14,18
8102021,2,33
9011439,113,10
4505088,14,53
2206486,4,31
4509059,2,90
2215229,14,25
2100437,14,21
5000142,19,32
1503238,2,25
2105151,33,12
2218515,14,26
2230084,19,38
2226928,14,46
4027231,14,26
4022948,4,39
2234380,4,16
7152806,4,41
7030359,2,41
7200616,19,18
4024240,2,73
4024247,2,50
2005863,4,50
1505502,4,38
1503931,2,26
4083423,2,92
4069559,2,63
4072877,2,33
4025970,2,89
1100682,19,57
4027444,2,17
1529858,2,44
2310002,14,16
7224824,33,29
4111681,4,31
7202563,2,31
4071453,2,119
4029445,19,37
1505244,14,36
4081633,2,60
7215745,14,22
2207041,2,42
1505896,4,26
1502507,4,45
7025746,2,26
7215303,14,10
2222080,14,21
4070458,33,23
7150400,2,33
7111467,2,80
4026094,7,43
2207220,2,46
9011437,113,11
4021047,14,22
4029430,2,22
7153597,2,38
7153796,19,23
4029678,2,40
1502916,14,21
2201537,14,15
7154016,14,21
4066106,14,53
2015984,2,64
2219876,2,24
1505112,2,15
2233171,14,24
2222967,14,50
7151195,2,52
2240228,2,43
2238697,14,19
4068003,2,28
4025987,14,34
1513395,12,41
7153549,2,22
7051203,14,14
2227174,14,83
2241123,2,19
4110633,4,51
4026508,19,29
4118181,1,27
1505375,2,33
4086228,2,67
4503975,14,31
1513375,4,29
7101743,2,21
1502042,2,79
4070211,2,53
7208260,2,19
7221751,4,24
4025316,2,27
4113414,2,40
4024689,2,48
2241291,2,70
4105249,14,58
4027293,2,28
7200794,1,23
7154477,2,42
2237434,14,43
7208902,2,15
7214137,14,30
4029726,7,46
9014545,14,23
4027232,2,70
8100099,2,50
2006944,4,21
2233839,11,38
2233602,4,17
1511807,14,18
7155129,19,31
7155068,2,19
7153454,4,60
7206494,2,33
2016425,2,42
2010815,2,25
4501703,14,14
4025432,2,49
2101042,2,54
7215125,14,20
4021179,14,23
1502368,2,106
1542632,4,73
4504452,14,13
1517915,14,74
4031067,4,46
4080993,2,58
4074204,2,37
2211378,4,20
1543156,2,37
4028684,4,53
4069718,14,26
1504690,4,56
4030849,4,31
4082517,2,84
7153386,14,41
4509404,2,28
4340659,2,46
4024276,14,9
8103191,2,25
4064949,4,70
2010884,2,22
7054445,2,40
2013217,14,19
7154943,14,46
1512252,14,20
4030080,2,48
7220305,14,36
7105056,2,27
2230716,2,30
4507331,14,25
2014395,14,31
4506069,2,44
7150079,33,6
7153779,4,22
2201378,14,14
4309854,2,61
2235556,14,25
1507077,2,45
2014254,9,29
4107019,4,23
7202566,2,44
2236201,14,26
7211045,14,12
4070350,2,66
7225352,14,5
4028732,14,12
2224506,2,51
4021340,2,26
7115039,14,20
7206638,18,8
4026056,1,15
2103126,1,29
4077605,2,94
1542954,2,44
1515156,14,10
2200328,14,31
7212211,14,25
4329114,14,22
2240717,2,47
7114329,4,22
2005449,14,37
2102695,14,14
2207689,14,18
4073322,2,60
4066089,2,29
2105859,19,76
4081497,2,24
1513489,2,42
4069690,2,80
4101891,2,31
7116895,2,49
2234886,4,21
7218936,14,20
2234057,4,30
7150844,2,46
2300241,14,29
4029898,14,17
4025570,2,58
1520199,14,30
7154226,2,86
7203059,4,25
7100462,2,22
1507386,4,49
2220965,2,57
2003630,4,22
1507178,4,16
7018857,15,29
4062949,14,13
4023812,2,51
8100400,13,41
7101242,2,46
1504384,36,5
4106854,4,41
2213063,2,33
4026262,29,15
4505868,2,18
4100438,19,29
2222637,14,17
4071700,2,104
2222683,14,24
2011603,2,47
8101081,2,32
4116821,14,27
2000903,14,28
2230585,2,33
2232661,2,21
2202873,4,26
2239390,2,27
4071488,2,23
2227026,14,24
4113699,2,14
7106432,19,32
7153351,2,25
1504445,4,22
4506396,2,22
4108419,4,32
4023523,2,77
4026341,2,41
4063770,14,35
4063603,2,17
2103832,2,25
7011352,14,36
4513611,4,31
4073556,2,26
4028054,4,30
7053850,2,30
4028836,1,22
4333484,14,34
4027334,19,22
4060607,2,80
2017072,4,24
4119103,2,22
2004202,19,17
4108090,2,58
7151325,4,39
2200605,2,33
7100433,2,11
4022724,4,62
1504645,2,75
4112697,4,52
2017122,14,31
2213936,19,43
2210004,2,13
2223988,2,22
4081899,4,21
4029295,4,22
4501678,14,17
4026482,2,63
2015580,14,40
2006263,2,76
4021927,2,38
4074045,2,98
8102844,14,42
1507440,14,22
4029363,4,26
7024388,2,24
2003281,2,39
4021495,4,51
5000191,4,44
7220007,2,32
4067226,62,17
7152703,4,31
1513400,2,18
4031290,2,55
7151888,14,6
2205877,2,25
2017135,14,22
4022614,4,49
4020581,33,5
4116621,2,25
2215753,4,17
2222867,14,50
4024592,4,73
4117251,2,45
1506507,2,21
2205433,4,38
7206748,1,33
4020632,2,35
4500721,14,20
2011797,14,28
7012289,14,10
2225751,2,23
7150831,14,82
2240997,14,48
4022267,2,17
4504328,2,49
2209540,2,40
2017944,9,26
2230179,4,30
2105032,2,7
2227434,14,26
7117022,2,24
2229648,14,43
7154324,2,22
2007227,11,41
2222171,2,51
2212018,14,37
4025893,2,36
7218482,2,54
4020099,2,45
4024122,11,32
2205281,14,18
4077655,2,112
4307000,2,24
1517395,2,67
4026872,2,23
4507992,2,11
2003309,14,14
2237739,2,46
2101354,2,15
4083238,2,38
7151754,14,23
7150471,14,27
2229818,14,16
2234363,2,16
1542835,14,23
2220430,2,13
7153973,4,16
2224153,2,31
2237041,14,35
4028964,1,36
2223086,13,18
2224125,14,15
4065714,2,95
4023784,2,53
7050550,14,19
4029817,2,19
2228933,9,25
2218571,2,26
7115126,2,21
4026916,2,68
2218763,14,68
2223859,19,25
7207070,14,10
4029767,2,21
7036826,167,26
7053976,14,21
7152368,4,18
7219158,18,8
7218925,2,22
7222828,14,30
2012154,19,36
2208852,18,3
4027869,14,16
2209339,2,36
4023246,4,21
2103076,14,20
4112264,2,39
2104248,4,23
4066997,2,79
2223098,14,20
7221753,4,22
4508441,15,59
2233188,14,31
4103568,2,41
2006959,14,25
1502449,19,21
2101617,14,18
4313612,14,42
2000243,2,22
4063746,2,72
4321693,11,8
2215204,4,32
4107555,4,36
7152077,4,22
2221937,14,8
4082557,14,29
2017253,1,26
2002939,2,49
4511391,1,46
2237566,19,26
7150808,2,59
2200308,19,22
4024335,4,19
2206710,14,16
2235589,2,52
4104164,2,45
2203634,4,46
2229565,2,15
2005161,2,20
2104562,2,29
4024836,14,7
2218365,4,77
4026871,2,43
7223350,14,26
2241433,2,24
7154447,14,53
1511956,4,44
4031289,14,57
4030544,4,30
2225076,1,25
7152181,2,26
7053277,14,33
1502816,14,15
7217236,2,24
4109285,2,34
7204440,2,36
2016577,14,12
2231708,14,27
2205677,14,27
7115352,14,16
2018824,14,6
1520354,2,28
4022865,14,39
4500492,2,33
2013297,2,35
2239142,33,16
2208519,4,22
2203985,2,46
4027703,5,49
2201181,14,28
2223289,2,10
2222814,2,19
4075239,2,81
7150031,4,41
2219891,14,21
2202051,19,44
1516653,4,20
1542317,2,81
4504008,14,18
7226610,14,7
1503559,4,38
4020081,4,34
2203609,14,13
4025653,33,6
4060781,14,44
2214477,14,22
4080018,4,12
4020365,4,27
4325055,2,31
7200614,2,49
2205365,2,25
1501908,2,81
4022363,62,14
4323794,2,20
2231507,2,49
1514814,2,32
4064264,14,35
7223939,19,13
4500722,14,17
7154492,19,56
4112256,14,32
1506228,2,30
2234904,14,11
7003812,2,57
1508367,2,92
7153463,4,82
4030969,2,19
2202921,19,20
7155109,2,40
4028466,14,30
1534665,19,28
2239050,2,34
9007681,2,64
7152395,33,26
2020536,2,41
7207572,14,21
2221515,14,19
4063037,2,94
1505843,4,35
1502231,4,47
2007394,33,20
8102175,4,27
2016140,14,36
7204423,4,44
4024036,14,29
1519494,2,36
4510651,2,32
7152413,1,56
7105557,19,24
1505462,4,36
7200969,14,74
7152908,2,41
4310245,2,40
2228714,2,57
2238260,14,37
7224794,2,32
4116458,2,29
4028376,2,49
7211930,14,24
7007104,14,8
7213267,2,20
7150063,2,63
4116463,14,11
7207488,14,37
2241818,2,35
1512346,4,57
7217713,14,40
2006330,2,36
7109154,14,25
7224941,2,25
4084128,19,66
7208039,2,31
4075122,2,109
1542706,14,17
1520683,4,23
4069742,2,93
4021836,1,25
4024539,14,42
4025513,4,60
4072265,11,33
5000182,4,12
2232417,2,31
2225045,2,41
2230396,2,34
1512296,2,25
2300232,14,30
1506154,4,62
1507057,29,19
4116149,2,29
2217394,2,39
9012797,14,43
7154021,2,31
4020592,61,36
4031858,19,38
2233533,14,52
7224888,19,31
2211775,14,49
7008552,2,78
2212192,14,14
1503663,2,19
4077285,2,83
2204129,2,42
2100234,2,14
7150257,33,15
2233897,14,14
4110268,2,43
7203263,18,13
1506860,14,48
4512455,4,24
4022191,2,38
1508280,2,40
7105277,2,27
7150166,2,35
4025185,7,44
2017530,2,37
2200427,14,30
1512031,4,48
4075590,2,130
4023020,4,29
2235905,7,31
4020296,4,35
2006022,4,18
2231047,2,28
4111529,4,49
4071388,2,32
7150524,14,18
1519797,14,22
2201414,2,32
1506012,2,65
2016105,4,23
7219566,14,30
1515087,14,30
7150090,19,45
4060135,14,60
7038684,2,49
2230644,14,16
4021466,14,18
7151702,9,14
4078359,2,61
2231352,2,21
4029682,4,44
2015917,2,31
4060532,18,17
1503532,4,22
4025676,4,42
8100693,2,29
2218301,14,17
4023614,2,88
2223156,2,18
2000932,14,25
7001855,2,56
2225732,14,27
4507156,2,23
7103266,4,25
2234113,2,37
4031946,15,21
2212109,7,39
2236204,14,33
4116462,2,27
7053270,14,31
4080895,13,50
2200756,2,15
4024017,2,38
7219062,2,13
8101122,2,22
2203826,4,39
4507314,14,38
2011551,2,50
4030548,2,51
1516115,4,28
1503756,2,33
7212565,7,40
1543489,2,34
4023247,19,19
2219461,7,27
7206679,2,28
2212288,4,42
4025406,19,10
2105534,14,39
2105590,15,26
7151786,4,28
7207150,2,23
4070371,9,42
7216870,2,22
2009343,1,22
4061529,4,33
7222971,2,69
4508872,2,39
2102855,4,30
4505684,14,22
4085930,14,25
4067963,2,89
4102603,2,27
4320365,2,64
2229099,14,70
8102880,2,34
4122317,4,27
2208671,14,68
4330768,2,14
2104166,61,8
4102501,4,13
7150251,2,31
7151466,14,30
4068610,2,37
4024903,2,51
2205520,14,12
1518569,2,27
7212567,4,45
1514242,14,10
2231915,4,45
7154792,4,17
4064311,2,59
4020749,19,61
2240611,2,16
7106434,19,30
7052337,2,33
2215609,14,39
4080687,2,37
4079343,2,77
4324970,14,19
4500590,14,29
4501864,5,14
7153258,2,25
4030891,4,47
4319941,2,21
4021413,2,28
4082397,2,57
1504473,4,14
2217222,14,20
2208283,2,36
7155144,2,20
4066857,2,66
1518200,2,45
2200537,14,28
2232607,7,23
4026096,2,100
2233773,2,14
4060559,4,68
2227612,2,30
4507097,2,17
8000109,14,16
4026502,4,29
4026608,2,22
7154451,2,57
4027757,2,36
2219096,33,13
1544223,113,11
4068705,2,82
4024619,4,34
4118783,4,19
2004468,14,26
2226234,14,30
2237462,9,15
4061446,2,82
4508135,2,18
2236406,2,45
4064837,2,29
7103471,4,30
2206619,5,44
2100766,14,17
4027426,14,35
4061187,2,54
2218288,2,36
7054724,4,11
1504492,2,36
4064573,2,119
2223214,2,46
1506010,2,78
