cif,size,sgnum,assessed_100,actual_100,assessed_010,actual_010,assessed_001,actual_001,assessed_110,actual_110,assessed_101,actual_101,assessed_011,actual_011,mean_rmse
4025681,250,62,12.7215,12.759,10.2898,10.142,6.606,6.664,7.8111,7.9393,6.0064,5.9068,5.4206,5.5693,0.1119
4025681,50,62,12.7401,12.759,10.1902,10.142,6.5761,6.664,7.7696,7.9393,5.9942,5.9068,5.3972,5.5693,0.1129
4023433,macro,19,28.2566,28.193,10.3898,10.3788,5.7967,5.6815,9.6169,9.7398,5.7767,5.5695,5.0407,4.9837,0.1145
2005265,50,19,23.5172,23.585,10.3224,10.303,5.4457,5.335,9.2903,9.4414,5.3794,5.2035,4.8255,4.7375,0.1146
4022180,50,2,10.1841,10.0042,9.5034,9.4731,8.853,9.0376,6.7143,6.6786,6.6092,6.5241,6.2037,6.1462,0.1149
4323298,100,60,14.7856,14.693,14.205,14.24,13.5067,13.413,9.9886,10.2256,9.9712,9.9061,9.7934,9.7637,0.1154
4323298,macro,60,14.7436,14.693,14.1779,14.24,13.4745,13.413,9.9608,10.2256,9.9519,9.9061,9.7709,9.7637,0.1172
4111341,100,19,13.1483,13.0707,10.6227,10.6533,9.2867,9.1824,8.1021,8.2579,7.4139,7.5136,6.7784,6.9553,0.1178
4081937,100,19,25.1562,25.121,10.4446,10.432,5.2616,5.3,9.3648,9.6343,5.273,5.1858,4.7459,4.7251,0.118
2011870,macro,60,19.1109,18.9551,11.5693,11.4905,8.1438,8.1745,9.8401,9.8261,7.3279,7.5062,6.5159,6.6609,0.1186
4081937,250,19,25.1686,25.121,10.4528,10.432,5.1807,5.3,9.3769,9.6343,5.2262,5.1858,4.6969,4.7251,0.1195
2003330,50,33,13.9561,13.842,10.8079,10.875,7.2399,7.169,8.4042,8.5515,6.4555,6.3659,5.8,5.9855,0.1202
2230184,100,60,21.8692,21.9202,9.9877,9.9343,8.0189,8.1005,9.1817,9.0484,7.3972,7.5983,6.145,6.278,0.1211
2233866,macro,61,18.5317,18.637,11.7278,11.6257,7.6531,7.474,9.6816,9.8639,6.9783,6.937,6.282,6.2869,0.1215
2227001,50,14,13.8285,13.6314,12.0712,12.1115,7.2465,7.2138,8.9491,9.054,6.4084,6.376,5.9774,5.782,0.1237
4102865,100,19,23.3199,23.0485,9.4844,9.4806,5.2158,5.3039,8.7061,8.7678,5.2539,5.1688,4.6217,4.6288,0.1242
2218957,50,57,14.4198,14.299,13.0275,12.88,6.7511,6.6328,9.477,9.57,6.1625,6.017,5.7817,5.8968,0.1248
2218957,100,57,14.4505,14.299,12.9991,12.88,6.7444,6.6328,9.4784,9.57,6.16,6.017,5.7711,5.8968,0.1253
2005265,macro,19,23.3672,23.585,10.292,10.303,5.3659,5.335,9.2596,9.4414,5.3125,5.2035,4.7717,4.7375,0.1256
2227001,250,14,13.8396,13.6314,11.9878,12.1115,7.1645,7.2138,8.9201,9.054,6.3797,6.376,5.9081,5.782,0.1258
2233866,100,61,18.5223,18.637,11.6978,11.6257,7.6634,7.474,9.6648,9.8639,6.9858,6.937,6.2754,6.2869,0.1268
2013644,250,61,15.5427,15.5636,9.3751,9.1185,8.0051,7.9344,8.0048,7.8676,7.0127,7.0688,5.9181,5.9856,0.1277
4022180,250,2,10.2269,10.0042,9.4861,9.4731,8.9031,9.0376,6.718,6.6786,6.6609,6.5241,6.2473,6.1462,0.1281
2003330,macro,33,13.8885,13.842,10.8613,10.875,7.0981,7.169,8.4212,8.5515,6.3763,6.3659,5.7131,5.9855,0.1282
4030990,100,19,27.4935,27.664,9.434,9.2972,5.6476,5.7807,8.983,8.8128,5.6768,5.6585,4.8459,4.9092,0.1283
2241973,macro,14,16.2711,16.1425,14.689,14.6278,11.8193,11.6708,10.0376,10.2408,9.4167,9.4578,9.244,9.1229,0.1291
4506301,250,62,18.9429,19.1745,11.0615,11.1402,7.8564,7.6902,9.5279,9.6325,7.1439,7.1375,6.2747,6.3287,0.13
4022180,100,2,10.2371,10.0042,9.4969,9.4731,8.8589,9.0376,6.7021,6.6786,6.6255,6.5241,6.2133,6.1462,0.1305
2230184,250,60,21.8509,21.9202,10.004,9.9343,8.0038,8.1005,9.1952,9.0484,7.3903,7.5983,6.1413,6.278,0.1307
4029303,250,19,18.6751,18.642,12.6761,12.748,6.8646,6.761,10.2454,10.5229,6.4446,6.3559,5.9428,5.973,0.1309
2218957,250,57,14.4629,14.299,13.013,12.88,6.7549,6.6328,9.4895,9.57,6.1697,6.017,5.778,5.8968,0.1313
2241812,250,33,29.214,29.1778,9.8398,9.6655,6.088,6.2286,9.3529,9.1752,6.0666,6.0914,5.0922,5.2356,0.1318
4029303,100,19,18.7833,18.642,12.6644,12.748,6.833,6.761,10.2713,10.5229,6.4444,6.3559,5.9265,5.973,0.1325
7227032,macro,63,14.6065,14.43,10.5881,10.33,8.4415,8.417,8.4264,8.3996,7.2483,7.2705,6.444,6.5252,0.133
4103602,250,61,15.5409,15.2618,9.4231,9.3989,8.0214,7.9263,8.0118,8.003,7.028,7.0342,5.9195,6.0593,0.1336
1504190,100,19,20.9835,21.0195,9.8871,9.7864,7.636,7.7635,9.0089,8.8719,7.0979,7.2826,5.919,6.0821,0.1337
2218957,macro,57,14.4635,14.299,12.9681,12.88,6.7832,6.6328,9.4723,9.57,6.1891,6.017,5.7938,5.8968,0.1337
4304816,100,2,11.714,11.6019,10.7851,10.8999,9.7702,9.9275,6.9727,6.7404,6.5594,6.5162,6.2083,6.1706,0.134
4103602,50,61,15.5323,15.2618,9.4033,9.3989,8.0477,7.9263,7.9953,8.003,7.0351,7.0342,5.9184,6.0593,0.1341
4025681,macro,62,12.7507,12.759,10.3949,10.142,6.5759,6.664,7.8654,7.9393,5.9862,5.9068,5.4121,5.5693,0.1343
2103931,macro,63,22.959,22.981,9.1219,9.3962,7.383,7.3338,8.5957,8.6973,6.927,6.9867,5.6536,5.7813,0.1344
4507034,macro,33,19.9612,19.7275,10.0273,9.977,7.8206,7.6198,9.0102,8.9032,7.1314,7.108,6.0329,6.0557,0.1354
2227001,100,14,13.8977,13.6314,12.0175,12.1115,7.1442,7.2138,8.9469,9.054,6.3666,6.376,5.901,5.782,0.1356
4081937,macro,19,25.0978,25.121,10.3992,10.432,5.2012,5.3,9.3247,9.6343,5.2539,5.1858,4.7073,4.7251,0.1367
4022180,macro,2,10.2534,10.0042,9.4934,9.4731,8.9185,9.0376,6.7271,6.6786,6.6714,6.5241,6.2577,6.1462,0.1374
4323298,50,60,14.8289,14.693,14.2791,14.24,13.6046,13.413,10.0487,10.2256,10.0313,9.9061,9.8619,9.7637,0.1374
4113546,macro,19,18.4467,18.622,15.765,15.702,7.9345,7.869,11.7645,12.0042,7.3447,7.2484,7.1309,7.035,0.1384
2011870,100,60,19.0653,18.9551,11.6025,11.4905,8.0795,8.1745,9.8493,9.8261,7.2843,7.5062,6.4816,6.6609,0.1388
4304816,macro,2,11.3734,11.6019,10.7278,10.8999,9.9576,9.9275,6.6444,6.7404,6.3817,6.5162,6.0896,6.1706,0.1394
2003875,macro,19,17.4754,17.387,12.9025,12.836,6.7542,6.8923,10.1349,10.3267,6.3192,6.4073,5.8688,6.0723,0.1398
2204687,50,19,17.9552,18.077,14.1231,14.1462,7.3352,7.3827,10.8836,11.1405,6.7691,6.8347,6.3736,6.545,0.1398
4507034,250,33,19.9311,19.7275,10.0496,9.977,7.8563,7.6198,9.0199,8.9032,7.1505,7.108,6.0581,6.0557,0.1403
7024518,100,173,14.7341,14.6029,14.3197,14.6029,9.3615,9.4568,8.3913,8.431,7.9073,7.9377,7.8414,7.9377,0.1404
2005265,250,19,23.3379,23.585,10.2588,10.303,5.3641,5.335,9.2365,9.4414,5.3117,5.2035,4.7695,4.7375,0.1406
2011870,250,60,19.1082,18.9551,11.5932,11.4905,8.0862,8.1745,9.855,9.8261,7.2914,7.5062,6.4869,6.6609,0.1409
2003875,250,19,17.3543,17.387,12.9316,12.836,6.7437,6.8923,10.14,10.3267,6.3116,6.4073,5.8637,6.0723,0.1413
2011132,250,19,27.3461,27.325,9.9029,9.931,8.744,8.845,9.4598,9.3337,8.1238,8.4151,6.5031,6.6051,0.1429
2239603,250,63,19.3574,19.3383,12.0569,12.0554,6.3112,6.3904,9.9751,10.2303,5.931,6.0677,5.4664,5.6462,0.1431
4030958,250,4,14.6917,14.733,10.8021,10.6142,7.3306,7.2833,8.3794,8.612,6.5304,6.4432,5.8572,6.0055,0.1431
2212334,50,14,18.3734,18.589,8.5539,8.5353,6.2529,6.4432,7.7287,7.7567,5.9438,6.0879,5.0008,4.8642,0.1433
2209787,50,19,15.2134,15.318,13.2753,13.22,5.1732,5.039,9.9108,10.0082,5.0749,4.7867,4.6995,4.7086,0.1441
4060348,macro,62,13.773,13.745,12.9607,13.127,12.6533,12.648,9.207,9.4932,9.3895,9.3072,9.0123,9.1081,0.1451
4029732,100,19,17.8418,17.9267,13.329,13.434,6.9674,6.8215,10.485,10.7504,6.5027,6.3755,6.0641,6.0823,0.1452
2227001,macro,14,13.925,13.6314,12.0327,12.1115,7.2046,7.2138,8.9665,9.054,6.4158,6.376,5.9394,5.782,0.1452
7218474,100,19,19.954,20.0537,16.4201,16.1215,8.0661,8.0352,12.4174,12.5647,7.3833,7.4587,7.2195,7.1915,0.1462
4030990,250,19,27.4503,27.664,9.4705,9.2972,5.6599,5.7807,8.9997,8.8128,5.6774,5.6585,4.857,4.9092,0.1462
4060348,250,62,13.777,13.745,12.9582,13.127,12.6549,12.648,9.2061,9.4932,9.3892,9.3072,9.0096,9.1081,0.1463
4030165,macro,19,16.934,16.861,13.4576,13.271,7.4454,7.5487,10.3129,10.4283,6.7829,6.8897,6.3309,6.5615,0.1465
7227032,100,63,14.6163,14.43,10.6248,10.33,8.4424,8.417,8.4452,8.3996,7.2545,7.2705,6.448,6.5252,0.1475
4506301,macro,62,18.8836,19.1745,11.0781,11.1402,7.8634,7.6902,9.5283,9.6325,7.1535,7.1375,6.2916,6.3287,0.1477
7218474,250,19,20.0582,20.0537,16.4501,16.1215,8.1111,8.0352,12.4484,12.5647,7.4136,7.4587,7.2397,7.1915,0.1481
4027357,100,19,17.9737,17.9846,11.5511,11.3517,7.7585,7.8693,9.493,9.5994,7.0055,7.2094,6.303,6.4673,0.1484
2103931,50,63,22.9401,22.981,9.096,9.3962,7.4652,7.3338,8.583,8.6973,6.9843,6.9867,5.6791,5.7813,0.1487
4506301,100,62,18.8895,19.1745,11.0759,11.1402,7.8788,7.6902,9.5256,9.6325,7.1571,7.1375,6.2902,6.3287,0.1496
4084194,100,14,20.6572,20.7279,8.2791,8.2149,5.8823,5.9069,7.8314,7.637,5.7609,5.4736,4.8643,4.7958,0.1499
4125311,macro,60,18.6236,18.779,11.4308,11.4542,9.7281,9.4302,9.6675,9.7787,8.5008,8.4273,7.3429,7.2803,0.1501
2239603,macro,63,19.3755,19.3383,11.9741,12.0554,6.3306,6.3904,9.9383,10.2303,5.9549,6.0677,5.48,5.6462,0.1512
2230184,macro,60,21.8977,21.9202,10.0203,9.9343,7.9583,8.1005,9.2096,9.0484,7.3604,7.5983,6.1148,6.278,0.1513
1517921,250,29,18.0,17.716,13.0342,12.816,7.3633,7.3282,10.301,10.3838,6.7803,6.7717,6.3112,6.3616,0.1522
2010356,macro,19,26.2275,26.468,9.8141,9.826,8.7534,8.875,9.2221,9.2117,8.1596,8.4146,6.5527,6.5862,0.1522
4302034,50,19,18.9169,18.954,15.5593,15.7349,8.2991,8.2865,11.7806,12.1067,7.5769,7.5926,7.34,7.3319,0.1522
2215118,100,61,19.5408,19.79,14.0135,13.9688,8.1199,8.1164,11.1448,11.4122,7.4496,7.5094,7.0074,7.0178,0.1524
4026392,100,19,23.0233,22.9002,10.5672,10.7521,9.9219,9.8714,9.6474,9.7327,8.7869,9.0651,7.3265,7.2716,0.1525
2004454,100,2,12.4284,12.555,10.7065,10.624,9.3367,9.3186,7.4737,7.2594,6.8192,6.5995,6.3928,6.2434,0.1526
4060348,100,62,13.8029,13.745,12.9396,13.127,12.6218,12.648,9.2068,9.4932,9.3742,9.3072,8.9892,9.1081,0.1526
2241973,250,14,16.4396,16.1425,14.6994,14.6278,11.6754,11.6708,10.0552,10.2408,9.3499,9.4578,9.1509,9.1229,0.1529
2003330,250,33,13.9373,13.842,10.7168,10.875,7.16,7.169,8.361,8.5515,6.4106,6.3659,5.7247,5.9855,0.153
2233866,50,61,18.4294,18.637,11.7719,11.6257,7.6735,7.474,9.6822,9.8639,6.9886,6.937,6.3147,6.2869,0.1532
4103602,100,61,15.5857,15.2618,9.398,9.3989,8.0044,7.9263,8.0013,8.003,7.017,7.0342,5.8862,6.0593,0.1534
4506301,50,62,18.8571,19.1745,11.0921,11.1402,7.8469,7.6902,9.5255,9.6325,7.1322,7.1375,6.2809,6.3287,0.1535
2103931,250,63,22.89,22.981,9.0983,9.3962,7.4882,7.3338,8.5809,8.6973,6.9926,6.9867,5.6891,5.7813,0.1544
4029732,250,19,17.827,17.9267,13.3038,13.434,6.969,6.8215,10.4707,10.7504,6.5047,6.3755,6.0672,6.0823,0.1548
2239603,100,63,19.3646,19.3383,12.1329,12.0554,6.2714,6.3904,10.0087,10.2303,5.8925,6.0677,5.4373,5.6462,0.1551
2230184,50,60,21.7589,21.9202,10.0103,9.9343,7.9823,8.1005,9.1824,9.0484,7.3587,7.5983,6.1248,6.278,0.1552
4030958,100,4,14.6634,14.733,10.8718,10.6142,7.3236,7.2833,8.3988,8.612,6.5248,6.4432,5.8651,6.0055,0.1553
4302034,macro,19,18.8288,18.954,15.5791,15.7349,8.297,8.2865,11.7843,12.1067,7.564,7.5926,7.3242,7.3319,0.1554
1504190,250,19,21.2562,21.0195,9.8446,9.7864,7.6559,7.7635,9.0095,8.8719,7.1203,7.2826,5.9117,6.0821,0.1556
4030958,50,4,14.665,14.733,10.8748,10.6142,7.3466,7.2833,8.4007,8.612,6.537,6.4432,5.881,6.0055,0.1557
2011132,100,19,27.2825,27.325,9.9596,9.931,8.7361,8.845,9.5044,9.3337,8.1128,8.4151,6.5003,6.6051,0.156
2233866,250,61,18.5469,18.637,11.5496,11.6257,7.7115,7.474,9.6035,9.8639,7.0239,6.937,6.2657,6.2869,0.1561
7227032,250,63,14.6471,14.43,10.6317,10.33,8.4383,8.417,8.4405,8.3996,7.2524,7.2705,6.4451,6.5252,0.1565
1503124,100,14,17.3295,17.1185,13.4456,13.408,9.0883,8.9232,10.3013,10.5556,7.823,7.8477,7.3253,7.4285,0.1576
4319513,100,33,16.3814,16.3808,15.2158,15.1447,13.7415,13.9479,10.8615,11.1203,10.4388,10.6197,10.3026,10.2597,0.1577
4321811,100,14,11.9314,12.019,11.1428,10.9828,6.1713,5.9639,8.0437,8.1076,5.5894,5.3424,5.2365,5.1444,0.1581
8000149,macro,19,25.5518,25.67,12.8266,13.068,12.7752,12.653,11.5938,11.6458,11.1029,11.3492,9.1029,9.0902,0.1585
2004454,macro,2,12.4462,12.555,10.6567,10.624,9.3154,9.3186,7.4858,7.2594,6.8396,6.5995,6.414,6.2434,0.1586
2000797,250,19,18.6929,18.91,14.4573,14.254,7.9544,7.825,11.1734,11.3825,7.256,7.2304,6.9043,6.8594,0.1589
2005265,100,19,23.3182,23.585,10.2162,10.303,5.3798,5.335,9.2055,9.4414,5.3222,5.2035,4.7714,4.7375,0.159
2019551,50,19,19.2211,19.4586,15.475,15.5208,7.966,8.0043,11.8355,12.1337,7.3582,7.4025,7.0785,7.114,0.1592
4029732,macro,19,17.8798,17.9267,13.2768,13.434,6.9781,6.8215,10.4624,10.7504,6.5091,6.3755,6.0723,6.0823,0.1593
2010827,macro,19,21.0368,21.306,10.5334,10.561,7.0242,7.146,9.3534,9.4623,6.6364,6.7751,5.7353,5.9184,0.1595
4113546,250,19,18.3702,18.622,15.9037,15.702,7.914,7.869,11.8236,12.0042,7.323,7.2484,7.1289,7.035,0.1597
4319513,250,33,16.3926,16.3808,15.1927,15.1447,13.712,13.9479,10.8773,11.1203,10.4305,10.6197,10.2877,10.2597,0.1601
4030958,macro,4,14.6434,14.733,10.8827,10.6142,7.3494,7.2833,8.3951,8.612,6.5318,6.4432,5.8827,6.0055,0.1604
4084194,250,14,20.6448,20.7279,8.2832,8.2149,5.9143,5.9069,7.8368,7.637,5.7854,5.4736,4.8768,4.7958,0.1609
2241142,50,19,18.0107,18.144,11.1944,11.2654,7.2905,7.1675,9.2351,9.5707,6.7292,6.6662,6.0135,6.0473,0.1611
4075843,50,19,16.5889,16.8608,9.4819,9.3265,8.5617,8.3272,8.1756,8.1612,7.462,7.4663,6.1628,6.2116,0.1611
4321811,250,14,11.9026,12.019,11.1307,10.9828,6.1801,5.9639,8.0349,8.1076,5.5872,5.3424,5.2383,5.1444,0.1614
2228253,250,19,23.6602,23.6766,9.5757,9.2787,4.9491,5.1754,8.767,8.639,5.0608,5.056,4.5059,4.5199,0.1614
4030165,100,19,16.6867,16.861,13.2518,13.271,7.635,7.5487,10.1245,10.4283,6.8618,6.8897,6.4031,6.5615,0.1614
4319513,50,33,16.1834,16.3808,15.0927,15.1447,13.8956,13.9479,10.8189,11.1203,10.5376,10.6197,10.3818,10.2597,0.1617
2205011,100,14,15.6467,15.794,9.8688,9.8284,7.8844,7.917,8.2099,8.3025,6.8982,7.0776,5.8616,6.1655,0.162
4321811,macro,14,11.8839,12.019,11.133,10.9828,6.1753,5.9639,8.0273,8.1076,5.583,5.3424,5.2375,5.1444,0.1625
1504190,macro,19,21.2285,21.0195,9.8985,9.7864,7.6277,7.7635,9.0302,8.8719,7.1115,7.2826,5.9094,6.0821,0.1627
2000797,100,19,18.7332,18.91,14.5446,14.254,7.937,7.825,11.212,11.3825,7.2502,7.2304,6.9019,6.8594,0.1631
2228253,macro,19,23.511,23.6766,9.5644,9.2787,4.9776,5.1754,8.748,8.639,5.0809,5.056,4.5208,4.5199,0.1637
2213262,50,19,22.6639,22.766,10.0449,9.927,7.456,7.633,9.2728,9.0995,7.0509,7.2371,5.8501,6.051,0.1637
4027357,50,19,17.9504,17.9846,11.6014,11.3517,7.7425,7.8693,9.5211,9.5994,6.9898,7.2094,6.299,6.4673,0.1644
4304816,50,2,11.8106,11.6019,10.8227,10.8999,9.7619,9.9275,7.025,6.7404,6.5724,6.5162,6.2096,6.1706,0.1647
2237772,100,61,29.1456,29.1355,10.7137,10.6804,7.2851,7.5196,10.2315,10.0279,7.0892,7.281,5.9806,6.1486,0.1647
7227032,50,63,14.739,14.43,10.4006,10.33,8.3164,8.417,8.3623,8.3996,7.1717,7.2705,6.3222,6.5252,0.1648
4023915,macro,4,14.2102,14.1595,12.1078,11.9399,6.4399,6.4943,8.2612,7.9252,5.9479,5.903,5.5844,5.705,0.1649
7213210,50,19,20.275,20.499,12.4503,12.176,5.8496,5.73,10.4276,10.4685,5.6555,5.5185,5.2397,5.1846,0.1649
2220619,100,14,22.9007,22.8845,7.4372,7.6071,5.8532,6.127,7.3819,7.1668,5.7967,5.9185,4.7746,4.7717,0.1659
2205011,250,14,15.7469,15.794,9.7071,9.8284,7.9147,7.917,8.1414,8.3025,6.9283,7.0776,5.8476,6.1655,0.1664
4027357,250,19,18.1782,17.9846,11.4373,11.3517,7.7134,7.8693,9.4723,9.5994,6.9995,7.2094,6.2748,6.4673,0.1665
4316085,50,14,17.256,17.1178,15.094,15.2874,8.8974,9.0012,11.1428,11.4022,7.8334,7.7547,7.5951,7.7565,0.1667
4103602,macro,61,15.5815,15.2618,9.4579,9.3989,7.8699,7.9263,8.0445,8.003,6.9303,7.0342,5.8459,6.0593,0.1668
4060204,250,19,22.6728,22.97,8.6374,8.7007,5.3468,5.2258,8.1354,8.1365,5.3302,5.0956,4.5546,4.4799,0.1671
4125311,50,60,18.6057,18.779,11.4089,11.4542,9.7535,9.4302,9.6456,9.7787,8.5224,8.4273,7.3464,7.2803,0.1672
4060348,50,62,13.791,13.745,12.9127,13.127,12.5813,12.648,9.1914,9.4932,9.3488,9.3072,8.9582,9.1081,0.1672
2103334,100,2,13.1707,13.2089,11.8483,11.8385,10.8538,10.9118,7.8867,7.6511,7.3932,7.46,7.004,6.6815,0.1677
4302034,250,19,18.8829,18.954,15.5329,15.7349,8.3418,8.2865,11.7616,12.1067,7.6056,7.5926,7.3602,7.3319,0.1678
4030165,50,19,16.6374,16.861,13.3118,13.271,7.5759,7.5487,10.1463,10.4283,6.8247,6.8897,6.3772,6.5615,0.1684
2213262,macro,19,22.616,22.766,10.0772,9.927,7.4784,7.633,9.3045,9.0995,7.0685,7.2371,5.8754,6.051,0.1684
4316085,100,14,17.1426,17.1178,15.0743,15.2874,8.9673,9.0012,11.0962,11.4022,7.8644,7.7547,7.6209,7.7565,0.1689
4322571,250,14,22.6132,22.7738,9.5428,9.5,8.2168,8.4157,8.7642,8.7677,7.6294,7.3563,6.1277,6.2994,0.169
2217436,50,2,16.6814,16.5748,10.9402,10.8418,9.2485,9.2583,8.9949,8.6732,7.8727,7.6994,6.9107,6.7805,0.1691
4322571,macro,14,22.653,22.7738,9.6027,9.5,8.2083,8.4157,8.7949,8.7677,7.6299,7.3563,6.1292,6.2994,0.1697
2205011,macro,14,15.7662,15.794,9.682,9.8284,7.9117,7.917,8.1354,8.3025,6.9295,7.0776,5.8479,6.1655,0.1698
4084425,250,19,19.1737,19.245,14.9,14.5649,9.1794,9.2393,11.4734,11.6138,8.1528,8.3292,7.7621,7.8019,0.17
7213210,100,19,20.2841,20.499,12.3715,12.176,5.9163,5.73,10.3616,10.4685,5.7037,5.5185,5.2773,5.1846,0.17
4086176,100,9,16.5984,16.2657,14.2032,14.3125,8.3238,8.1681,10.5894,10.745,7.3541,7.2994,7.0091,7.0158,0.1704
2237758,50,61,18.1018,17.8323,15.2888,15.515,12.7576,12.9137,11.6873,11.7049,10.5044,10.4592,10.08,9.9254,0.1705
7213210,250,19,20.3173,20.499,12.3243,12.176,5.9418,5.73,10.326,10.4685,5.7261,5.5185,5.2918,5.1846,0.1707
4111341,250,19,13.2436,13.0707,10.5099,10.6533,9.1434,9.1824,8.0827,8.2579,7.3621,7.5136,6.691,6.9553,0.171
4023915,250,4,14.2139,14.1595,12.1093,11.9399,6.4534,6.4943,8.2816,7.9252,5.9559,5.903,5.5893,5.705,0.1715
7024518,50,173,14.735,14.6029,14.2882,14.6029,9.2983,9.4568,8.3278,8.431,7.871,7.9377,7.7934,7.9377,0.172
1506651,macro,4,17.9564,18.028,10.3192,10.2942,8.6584,8.7463,8.8362,8.9395,7.5589,7.8691,6.5483,6.3052,0.173
4313606,250,19,18.9223,19.2196,11.9813,12.0763,7.3403,7.2495,9.9667,10.2253,6.8147,6.783,6.1302,6.2155,0.1736
1518637,100,148,17.4374,17.303,17.2185,17.303,12.3525,12.6217,10.2657,9.9899,10.1221,10.197,10.1541,10.197,0.1738
4322924,250,62,13.9785,13.92,12.8455,13.038,12.6015,12.575,9.1615,9.5158,9.3587,9.3312,8.9331,9.0511,0.1739
4322924,100,62,13.9957,13.92,12.8464,13.038,12.603,12.575,9.1647,9.5158,9.3638,9.3312,8.9326,9.0511,0.174
2103334,50,2,13.2277,13.2089,11.8203,11.8385,10.8616,10.9118,7.89,7.6511,7.4336,7.46,7.0302,6.6815,0.1744
4316085,macro,14,17.0352,17.1178,15.0996,15.2874,8.9943,9.0012,11.0664,11.4022,7.8702,7.7547,7.6359,7.7565,0.1745
2000797,50,19,18.8974,18.91,14.6626,14.254,7.9091,7.825,11.2948,11.3825,7.2492,7.2304,6.889,6.8594,0.1747
2016357,100,2,21.9571,22.258,8.6901,8.7058,7.108,6.9704,8.284,8.1282,6.6789,6.8622,5.3954,5.5205,0.1748
4069117,50,33,24.4643,24.757,11.8272,11.701,7.6325,7.756,10.5468,10.5789,7.2229,7.4013,6.2801,6.4647,0.175
4084425,macro,19,19.0814,19.245,14.8975,14.5649,9.229,9.2393,11.4596,11.6138,8.1781,8.3292,7.8007,7.8019,0.1751
2004454,250,2,12.4741,12.555,10.7022,10.624,9.2813,9.3186,7.5357,7.2594,6.8446,6.5995,6.4268,6.2434,0.1752
