cif,size,sgnum,assessed_100,actual_100,assessed_010,actual_010,assessed_001,actual_001,assessed_110,actual_110,assessed_101,actual_101,assessed_011,actual_011,mean_rmse
4028550,100,4,8.6902,8.7343,8.3049,8.4007,7.5253,7.6881,5.9349,6.0547,5.5314,5.7709,5.3292,5.3145,0.1351
2216959,50,14,12.8434,12.836,12.0609,11.915,7.031,6.926,8.7331,8.7243,5.8529,6.0953,5.8514,5.9879,0.1353
7226098,50,14,14.4653,14.4105,7.8628,7.8073,4.2633,4.0675,6.7436,6.5434,3.9102,3.9146,3.4482,3.6073,0.1353
1501963,100,1,9.3419,9.4648,8.573,8.6087,7.8611,8.0963,5.8896,5.9451,5.6156,5.589,5.3338,5.5211,0.1357
4113573,100,4,12.2426,12.0026,11.0947,11.1403,3.9363,3.9493,8.2942,8.1652,3.7771,3.5889,3.7577,3.7223,0.1374
7225635,100,2,17.9002,17.948,8.8922,8.8058,4.5959,4.6655,7.7185,7.404,4.3997,4.3921,3.948,3.9609,0.1377
4113573,50,4,12.2306,12.0026,11.0027,11.1403,3.9469,3.9493,8.2157,8.1652,3.7894,3.5889,3.7551,3.7223,0.1383
2104247,50,4,8.3035,8.4798,7.1655,7.1703,6.2698,6.2662,5.462,5.4753,4.9147,4.6462,4.604,4.7183,0.1393
2009043,50,14,28.1016,27.8929,5.357,5.1968,4.7804,4.9453,5.1511,5.1089,4.6434,4.7791,3.5885,3.5825,0.1394
2216959,100,14,12.8726,12.836,12.108,11.915,7.1265,6.926,8.7445,8.7243,5.9157,6.0953,5.9151,5.9879,0.1395
7106432,250,19,16.2509,16.426,12.0609,11.966,4.0385,4.1632,9.8172,9.6718,3.841,4.0356,3.8816,3.932,0.1395
7225635,50,2,17.8595,17.948,8.8925,8.8058,4.6377,4.6655,7.72,7.404,4.4273,4.3921,3.9688,3.9609,0.1398
2019679,100,62,19.1276,19.0042,7.8522,7.6371,5.7126,5.6776,6.986,7.0863,5.3264,5.44,4.3764,4.5564,0.1403
2105109,macro,19,9.0991,8.868,8.2262,8.396,5.4441,5.514,6.0785,6.0969,4.6317,4.6826,4.4408,4.6089,0.1405
4510568,100,14,16.0052,15.875,10.7039,10.562,3.687,3.814,9.0106,8.7936,3.5305,3.6562,3.521,3.5873,0.1417
4332577,250,19,8.8576,8.7367,7.3644,7.2076,6.6239,6.8359,5.7148,5.5598,5.2861,5.3838,4.8864,4.9599,0.1432
2105109,100,19,9.0683,8.868,8.2032,8.396,5.4486,5.514,6.1829,6.0969,4.6107,4.6826,4.4381,4.6089,0.1434
2218955,100,2,12.865,13.0442,10.9733,10.8698,6.3879,6.5839,7.924,7.7627,5.5522,5.6697,5.3577,5.3054,0.1436
2004200,100,33,13.6096,13.494,8.1844,8.205,7.5748,7.491,6.8272,7.0107,6.3618,6.5495,5.3463,5.5322,0.1439
2227385,macro,4,12.9461,12.9287,9.7691,10.0575,4.7595,4.7469,7.6639,7.5837,4.3586,4.456,4.1353,4.2928,0.144
4113573,250,4,12.2295,12.0026,11.0513,11.1403,3.9825,3.9493,8.2708,8.1652,3.8104,3.5889,3.7841,3.7223,0.1441
2224125,macro,14,13.7805,13.7654,8.0519,8.0028,6.0982,6.0062,6.6124,6.3463,5.346,5.505,4.6707,4.8038,0.1443
7219103,50,19,8.6351,8.6154,7.653,7.9039,6.8461,6.6768,5.868,5.8242,5.448,5.2775,5.1561,5.1005,0.145
2018306,50,2,8.5489,8.6708,7.7174,7.7426,7.0056,7.1493,5.4374,5.225,5.1668,5.2372,4.8472,5.0496,0.1456
2103894,50,2,12.5125,12.5245,8.8418,8.7428,5.037,5.1567,7.1886,7.2146,4.5377,4.7919,4.26,4.4545,0.1457
2227385,100,4,12.9646,12.9287,9.7294,10.0575,4.8406,4.7469,7.6052,7.5837,4.4283,4.456,4.1923,4.2928,0.1466
2103894,250,2,12.6155,12.5245,8.5808,8.7428,5.1877,5.1567,6.9934,7.2146,4.6259,4.7919,4.3228,4.4545,0.1468
4332577,100,19,8.9136,8.7367,7.3361,7.2076,6.6236,6.8359,5.7075,5.5598,5.2961,5.3838,4.8759,4.9599,0.1469
7034471,50,14,13.7822,13.7827,10.2896,10.5361,3.6534,3.5718,8.2388,8.3705,3.4426,3.4576,3.4104,3.1965,0.1476
2227385,250,4,12.9335,12.9287,9.7225,10.0575,4.8147,4.7469,7.6029,7.5837,4.4035,4.456,4.1727,4.2928,0.1496
7211113,100,2,13.0495,13.2945,8.4522,8.4183,5.2607,5.317,6.883,6.6452,4.6881,4.8022,4.2674,4.2911,0.1497
1520683,50,4,12.1975,12.2466,10.3249,10.5546,6.9273,6.8325,7.4226,7.192,5.8976,5.9667,5.6189,5.7356,0.1504
7152824,50,2,12.2445,12.3008,10.2164,10.2247,6.0161,5.9415,6.8479,6.7201,5.279,5.1027,4.9674,4.6841,0.1508
4508106,50,14,14.9882,15.0531,12.7643,12.9832,5.1428,5.0885,9.5546,9.8315,4.7129,4.6477,4.6969,4.7376,0.1515
1501963,250,1,9.322,9.4648,8.5484,8.6087,7.8451,8.0963,5.8684,5.9451,5.5959,5.589,5.3097,5.5211,0.1515
4084128,250,19,12.2236,12.3859,10.7025,10.6558,6.8476,6.8049,7.8984,8.0778,5.7194,5.9641,5.6093,5.7352,0.1518
2006979,100,2,11.7653,11.7398,8.4865,8.1839,6.3951,6.2292,6.6653,6.6336,5.4551,5.3229,4.9289,4.9285,0.1518
2218955,macro,2,12.8833,13.0442,10.9744,10.8698,6.504,6.5839,8.0249,7.7627,5.6508,5.6697,5.4676,5.3054,0.152
7150031,250,4,11.6323,11.4514,7.3118,7.5367,6.1528,6.0,6.0578,6.2306,5.2827,5.3147,4.6567,4.6941,0.1522
2209341,macro,2,12.9982,13.1672,10.5888,10.4626,6.0215,6.0604,7.4809,7.2026,5.3526,5.4638,5.0915,5.1527,0.1525
4332577,50,19,8.9327,8.7367,7.2876,7.2076,6.5925,6.8359,5.6398,5.5598,5.265,5.3838,4.8314,4.9599,0.1533
2232244,50,2,11.138,11.4089,7.8895,7.9492,7.2195,7.4137,6.5099,6.3778,6.0657,6.0732,5.4608,5.3644,0.1535
4505311,50,2,9.6244,9.8026,7.237,7.4151,6.7431,6.6963,5.3994,5.2731,5.1888,4.9739,4.6228,4.7476,0.1546
7225634,250,2,17.9327,18.0531,8.9412,8.8419,4.5911,4.6825,7.7719,7.4409,4.3887,4.4143,3.9393,3.9713,0.1549
2004200,50,33,13.6042,13.494,8.1671,8.205,7.5961,7.491,6.7843,7.0107,6.3418,6.5495,5.3635,5.5322,0.1568
2224125,50,14,13.6463,13.7654,8.0755,8.0028,6.0531,6.0062,6.6062,6.3463,5.309,5.505,4.6608,4.8038,0.1571
4115406,250,4,18.2607,18.3885,9.1546,8.9511,5.2569,5.3999,7.942,8.0482,5.0061,5.1811,4.4303,4.5987,0.1573
2105152,250,33,11.3256,11.572,5.8281,5.671,5.5681,5.567,5.115,5.0924,4.8562,5.0167,3.7784,3.9727,0.1578
4021738,50,4,14.4303,14.722,10.2062,10.0048,5.584,5.4955,7.7322,7.8243,5.1611,5.1485,4.9049,4.8167,0.1581
2218955,250,2,12.833,13.0442,11.0132,10.8698,6.4961,6.5839,7.9942,7.7627,5.6358,5.6697,5.455,5.3054,0.1581
2224125,250,14,13.8402,13.7654,8.0694,8.0028,6.0307,6.0062,6.6178,6.3463,5.304,5.505,4.6435,4.8038,0.1583
7101564,100,19,13.59,13.5025,9.7304,9.8391,5.5156,5.4987,7.6791,7.9519,4.9037,5.0926,4.6562,4.8,0.1584
2105152,100,33,11.321,11.572,5.823,5.671,5.5686,5.567,5.1159,5.0924,4.8562,5.0167,3.7742,3.9727,0.1591
7101564,250,19,13.5732,13.5025,9.7115,9.8391,5.5339,5.4987,7.6676,7.9519,4.9186,5.0926,4.6648,4.8,0.1591
9011123,100,18,10.2067,10.309,8.1121,8.035,3.9953,3.795,6.6318,6.3374,3.6291,3.5614,3.4963,3.4315,0.1592
2105151,50,33,11.3546,11.5877,5.8942,5.6894,5.614,5.617,5.1667,5.107,4.9039,5.0545,3.8217,3.9972,0.1599
4511506,100,4,15.2746,15.17,12.004,12.093,5.2843,5.4117,9.2564,9.4561,4.8363,5.0971,4.7446,4.642,0.1599
9011123,macro,18,10.1703,10.309,8.1373,8.035,3.9533,3.795,6.6451,6.3374,3.6056,3.5614,3.4802,3.4315,0.1601
9011123,250,18,10.1984,10.309,8.1366,8.035,3.962,3.795,6.6512,6.3374,3.613,3.5614,3.4838,3.4315,0.1604
2004200,250,33,13.6408,13.494,8.1603,8.205,7.5874,7.491,6.7979,7.0107,6.3557,6.5495,5.3346,5.5322,0.1606
1501839,macro,14,13.4758,13.3705,10.4324,10.5817,5.5401,5.5278,8.0132,8.2975,4.9229,4.7927,4.7408,4.8995,0.1615
7050898,100,14,11.4067,11.2149,10.9464,11.2129,6.6754,6.555,7.6646,7.5556,5.5824,5.6592,5.5305,5.659,0.1616
4113573,macro,4,12.2324,12.0026,10.925,11.1403,3.9934,3.9493,8.1873,8.1652,3.8183,3.5889,3.7726,3.7223,0.1616
2004200,macro,33,13.5662,13.494,8.18,8.205,7.5898,7.491,6.7735,7.0107,6.3254,6.5495,5.3443,5.5322,0.162
7152793,250,4,13.8064,13.7587,8.5969,8.7369,8.0065,7.9509,7.1171,7.3755,6.6594,6.8841,5.1353,5.0115,0.162
2018306,100,2,8.524,8.6708,7.677,7.7426,7.0143,7.1493,5.5541,5.225,5.2884,5.2372,4.981,5.0496,0.1631
2019679,macro,62,18.9055,19.0042,7.9669,7.6371,5.7178,5.6776,7.0455,7.0863,5.3132,5.44,4.4048,4.5564,0.1637
4076329,macro,2,10.7061,10.7247,8.5367,8.7948,7.8677,7.7878,6.1602,5.9011,5.7477,5.6735,5.2243,5.0992,0.1641
1513077,50,4,11.4968,11.4219,9.8463,10.1331,8.2505,8.3796,7.443,7.5801,6.5151,6.505,6.2564,6.4576,0.1653
1502791,100,4,11.3154,11.384,8.3105,8.278,7.5598,7.9289,6.7254,6.6951,6.2132,6.0677,5.7325,5.726,0.1654
2239355,250,2,10.9728,10.9374,10.2843,10.4224,6.6312,6.7147,6.6973,6.8749,5.5002,5.2642,5.3219,5.0958,0.1662
4332577,macro,19,8.949,8.7367,7.4521,7.2076,6.7073,6.8359,5.7695,5.5598,5.3599,5.3838,4.9614,4.9599,0.1663
2237445,macro,2,10.0815,10.0595,9.5824,9.5685,7.3259,7.3162,6.0529,5.659,5.3693,5.274,5.1507,5.119,0.1664
7150031,macro,4,11.6493,11.4514,7.2764,7.5367,6.1306,6.0,6.0422,6.2306,5.26,5.3147,4.6333,4.6941,0.1664
2232116,250,2,10.2582,10.338,6.8784,7.1262,6.4134,6.6841,5.6916,5.6403,5.4754,5.483,4.7859,4.6342,0.1667
7226098,250,14,14.6265,14.4105,7.7142,7.8073,4.1446,4.0675,6.7335,6.5434,3.8155,3.9146,3.3629,3.6073,0.1668
4105210,100,2,8.6452,8.8582,7.8698,7.6616,7.2476,7.4678,5.3664,5.4135,4.9224,5.0392,4.5829,4.4643,0.1669
2239355,100,2,10.9814,10.9374,10.2691,10.4224,6.6352,6.7147,6.7059,6.8749,5.5034,5.2642,5.3194,5.0958,0.1671
1516196,250,14,26.2434,26.5497,6.1891,6.3314,3.8365,3.7556,5.9494,6.1587,3.735,3.6852,3.1974,3.2301,0.1673
7225634,100,2,17.9239,18.0531,8.9644,8.8419,4.5885,4.6825,7.7973,7.4409,4.3889,4.4143,3.9422,3.9713,0.1678
7152793,100,4,13.8828,13.7587,8.5682,8.7369,8.0535,7.9509,7.1207,7.3755,6.6926,6.8841,5.1298,5.0115,0.1683
2237445,250,2,10.0958,10.0595,9.5934,9.5685,7.2819,7.3162,6.0594,5.659,5.3551,5.274,5.1353,5.119,0.1684
2232244,100,2,11.1522,11.4089,7.9753,7.9492,7.2647,7.4137,6.595,6.3778,6.1109,6.0732,5.547,5.3644,0.1687
1506562,50,4,12.6698,12.7078,9.3583,9.5453,6.1337,5.9759,6.9696,6.6861,5.342,5.4078,4.9049,5.0651,0.1692
2217005,50,14,13.8163,13.548,11.8657,11.9648,3.7271,3.9356,9.0836,8.9681,3.5969,3.7794,3.6651,3.6647,0.1693
2105152,macro,33,11.2937,11.572,5.8562,5.671,5.5745,5.567,5.1222,5.0924,4.8526,5.0167,3.7916,3.9727,0.1695
7154572,50,2,10.068,10.0379,9.2184,9.5301,7.1655,7.1956,6.3351,6.157,5.708,5.753,5.4633,5.2636,0.1696
2104247,100,4,8.2464,8.4798,7.1518,7.1703,6.3847,6.2662,5.3533,5.4753,4.9082,4.6462,4.5758,4.7183,0.1697
2207725,100,4,10.9677,11.281,6.4262,6.2944,3.9441,3.7228,5.5073,5.4967,3.5007,3.5352,3.0744,3.1579,0.1697
2105152,50,33,11.3007,11.572,5.8968,5.671,5.5971,5.567,5.1607,5.0924,4.8772,5.0167,3.8201,3.9727,0.1698
1516196,macro,14,26.2168,26.5497,6.2113,6.3314,3.8419,3.7556,5.9666,6.1587,3.7381,3.6852,3.2061,3.2301,0.1698
2105151,100,33,11.3494,11.5877,5.9244,5.6894,5.6079,5.617,5.1819,5.107,4.8939,5.0545,3.8232,3.9972,0.1702
8100247,100,4,17.5042,17.418,9.3241,9.4178,6.294,6.2445,7.9792,8.2843,5.6791,5.8781,4.9583,4.8077,0.1703
7154683,50,14,15.0547,15.3284,10.9813,10.9827,3.6389,3.8789,8.9383,8.9277,3.4744,3.5933,3.4914,3.6575,0.1704
2239355,macro,2,10.9685,10.9374,10.2734,10.4224,6.6447,6.7147,6.7202,6.8749,5.517,5.2642,5.3401,5.0958,0.1711
2105700,100,14,12.1242,11.9752,5.0574,5.0712,4.5774,4.3618,4.6529,4.6698,4.056,4.0984,3.0127,2.6883,0.1714
2200295,50,2,15.5653,15.5507,5.3612,5.382,4.3591,4.1887,5.1085,5.1995,4.0253,4.0961,3.1293,3.4957,0.1719
4505311,100,2,9.5512,9.8026,7.2057,7.4151,6.7476,6.6963,5.3201,5.2731,5.1393,4.9739,4.5508,4.7476,0.1722
2232116,100,2,10.2327,10.338,6.8505,7.1262,6.4293,6.6841,5.6743,5.6403,5.4823,5.483,4.7931,4.6342,0.1724
2018728,macro,1,7.6878,7.8794,6.6367,6.563,5.4212,5.6712,5.0752,4.9262,4.3137,4.3038,3.9984,3.7693,0.1729
2105151,250,33,11.3555,11.5877,5.9465,5.6894,5.6133,5.617,5.1925,5.107,4.8977,5.0545,3.8307,3.9972,0.173
2217005,macro,14,13.9066,13.548,11.8279,11.9648,3.8423,3.9356,9.0792,8.9681,3.6853,3.7794,3.719,3.6647,0.1733
4031940,100,2,9.2214,9.0259,8.6775,8.7953,8.1628,8.3866,6.0056,5.8593,5.6935,5.6909,5.4261,5.1879,0.1734
2103894,macro,2,12.608,12.5245,8.508,8.7428,5.238,5.1567,6.9345,7.2146,4.6528,4.7919,4.3362,4.4545,0.1734
4025135,50,4,11.2198,11.1828,9.2479,9.3282,7.4417,7.3305,6.524,6.201,5.9531,6.1307,5.6069,5.7638,0.1735
1504034,50,2,11.1238,11.1671,10.1416,10.3704,6.7025,6.8785,6.6878,6.3926,5.5615,5.5035,5.37,5.2987,0.1736
7203243,50,2,21.1032,21.3417,6.4835,6.5887,5.2518,5.2534,6.06,6.1107,4.9343,5.0119,3.9985,3.6755,0.1736
2217005,100,14,13.8646,13.548,11.8767,11.9648,3.7546,3.9356,9.0909,8.9681,3.6209,3.7794,3.6754,3.6647,0.1737
4105210,250,2,8.6158,8.8582,7.8505,7.6616,7.2302,7.4678,5.3778,5.4135,4.9535,5.0392,4.6135,4.4643,0.1741
7225494,50,4,11.3841,11.0025,8.6991,8.758,6.0112,5.8854,6.6717,6.7478,5.1936,5.1896,4.7753,4.8849,0.1745
2105700,250,14,12.0875,11.9752,5.1252,5.0712,4.5731,4.3618,4.6978,4.6698,4.0515,4.0984,3.0342,2.6883,0.1745
4076329,250,2,10.6452,10.7247,8.5388,8.7948,7.8714,7.7878,6.1682,5.9011,5.7682,5.6735,5.2539,5.0992,0.1747
2006979,250,2,11.7663,11.7398,8.5168,8.1839,6.4426,6.2292,6.6753,6.6336,5.4801,5.3229,4.9496,4.9285,0.1751
1516193,250,14,24.8259,24.9907,6.4843,6.4088,3.6845,3.7524,6.2491,5.9184,3.6142,3.7108,3.0707,3.2382,0.1752
7226098,macro,14,14.4986,14.4105,7.9026,7.8073,4.1201,4.0675,6.8445,6.5434,3.7941,3.9146,3.3616,3.6073,0.1757
4510568,50,14,16.0256,15.875,10.6156,10.562,3.5707,3.814,8.9567,8.7936,3.429,3.6562,3.4362,3.5873,0.176
7050898,250,14,11.3871,11.2149,10.8868,11.2129,6.7017,6.555,7.6387,7.5556,5.5882,5.6592,5.5302,5.659,0.1761
4508708,macro,2,11.6001,11.705,6.9424,6.8705,5.9228,6.1196,5.8513,5.5975,5.1109,4.9086,4.4292,4.2668,0.1764
2232244,250,2,11.1389,11.4089,7.9856,7.9492,7.272,7.4137,6.607,6.3778,6.1185,6.0732,5.559,5.3644,0.1764
7226098,100,14,14.6377,14.4105,7.796,7.8073,4.1487,4.0675,6.7954,6.5434,3.8164,3.9146,3.3712,3.6073,0.1767
2232116,macro,2,10.2865,10.338,6.8503,7.1262,6.3867,6.6841,5.6862,5.6403,5.4624,5.483,4.7687,4.6342,0.1769
4031940,50,2,9.2134,9.0259,8.679,8.7953,8.1395,8.3866,6.0205,5.8593,5.6873,5.6909,5.4161,5.1879,0.1769
2224125,100,14,13.8281,13.7654,8.09,8.0028,5.962,6.0062,6.625,6.3463,5.2563,5.505,4.6139,4.8038,0.1775
7034471,100,14,13.9917,13.7827,10.3406,10.5361,3.744,3.5718,8.3002,8.3705,3.5186,3.4576,3.4591,3.1965,0.1776
2221709,macro,4,11.6768,11.7629,10.882,10.7299,7.4712,7.34,7.9057,7.5355,6.1663,6.2271,6.0232,6.0582,0.1778
2011797,250,14,26.0449,26.1629,6.0542,6.2628,5.4245,5.444,5.8086,6.0587,5.1546,5.3298,3.9107,4.1087,0.1781
2217005,250,14,13.8902,13.548,11.8647,11.9648,3.7757,3.9356,9.0974,8.9681,3.6353,3.7794,3.6847,3.6647,0.1782
2215314,100,4,9.7973,9.6919,8.0489,7.8236,5.0586,5.2265,6.2807,6.0877,4.324,4.4657,4.1376,4.346,0.1783
4084128,100,19,12.1612,12.3859,10.8044,10.6558,6.7968,6.8049,7.9518,8.0778,5.6726,5.9641,5.5986,5.7352,0.1789
2104247,250,4,8.2699,8.4798,7.1545,7.1703,6.4357,6.2662,5.3528,5.4753,4.9537,4.6462,4.6197,4.7183,0.179
4028304,macro,2,14.5582,14.7286,10.9322,11.1353,6.0736,6.115,8.3308,8.6006,5.4733,5.5301,5.2559,5.0449,0.1791
4071575,100,4,15.7198,15.7977,11.2469,11.1812,4.7814,4.6196,8.8871,8.5387,4.5432,4.4339,4.4216,4.2695,0.1794
1501963,macro,1,9.2696,9.4648,8.5005,8.6087,7.8368,8.0963,5.8284,5.9451,5.5646,5.589,5.2726,5.5211,0.1794
2014266,100,4,15.3238,15.4118,6.2719,6.315,5.1014,5.3222,5.6182,5.8435,4.706,4.8129,3.7984,4.0696,0.1799
4511506,50,4,15.0163,15.17,12.1364,12.093,5.2375,5.4117,9.2675,9.4561,4.7818,5.0971,4.7016,4.642,0.18
7211113,250,2,12.9692,13.2945,8.5357,8.4183,5.3377,5.317,6.9042,6.6452,4.7442,4.8022,4.3601,4.2911,0.1804
4105210,50,2,8.6378,8.8582,7.8859,7.6616,7.2258,7.4678,5.3487,5.4135,4.8742,5.0392,4.5446,4.4643,0.1804
4115406,macro,4,18.0888,18.3885,9.1642,8.9511,5.3107,5.3999,7.9391,8.0482,5.0364,5.1811,4.4584,4.5987,0.1806
2210383,100,4,14.0929,14.3117,10.8779,11.0836,4.0833,4.0145,8.4575,8.763,3.8303,3.8653,3.772,3.6929,0.1806
4031940,macro,2,9.2368,9.0259,8.6653,8.7953,8.0972,8.3866,5.9633,5.8593,5.6376,5.6909,5.381,5.1879,0.1808
7154683,100,14,15.0319,15.3284,11.0193,10.9827,3.6313,3.8789,8.9678,8.9277,3.4698,3.5933,3.4876,3.6575,0.1808
4508708,100,2,11.5887,11.705,6.9571,6.8705,5.8923,6.1196,5.8645,5.5975,5.0872,4.9086,4.4161,4.2668,0.1818
2006979,macro,2,11.7948,11.7398,8.5248,8.1839,6.4513,6.2292,6.6785,6.6336,5.488,5.3229,4.9542,4.9285,0.1819
4081463,macro,2,11.9417,12.1267,9.1717,9.2032,8.6363,8.6386,7.8685,7.7266,7.3055,7.648,7.2925,7.1297,0.1822
4105210,macro,2,8.6051,8.8582,7.852,7.6616,7.2238,7.4678,5.4086,5.4135,4.997,5.0392,4.6593,4.4643,0.1824
4031940,250,2,9.2356,9.0259,8.67,8.7953,8.1274,8.3866,6.0026,5.8593,5.6771,5.6909,5.4169,5.1879,0.1826
1513077,250,4,11.5344,11.4219,9.7508,10.1331,8.3561,8.3796,7.4547,7.5801,6.6243,6.505,6.3526,6.4576,0.1827
4081463,250,2,11.9726,12.1267,9.174,9.2032,8.619,8.6386,7.7624,7.7266,7.2324,7.648,7.1739,7.1297,0.183
