cif,size,sgnum,assessed_100,actual_100,assessed_010,actual_010,assessed_001,actual_001,assessed_110,actual_110,assessed_101,actual_101,assessed_011,actual_011,mean_rmse
2216557,50,2,11.6973,11.7953,9.802,9.7766,7.7598,7.6765,7.3351,7.1633,6.3358,6.3098,5.8729,5.6308,0.1329
1514664,250,14,21.5929,21.4617,9.2173,9.1925,5.74,5.8039,8.203,8.45,5.451,5.6026,4.7321,4.7246,0.1329
2222838,50,4,11.1885,11.4033,8.2516,8.2288,7.3106,7.239,6.6422,6.4523,6.1132,6.1115,5.5721,5.4352,0.1333
1504291,macro,2,13.2769,13.2795,9.0377,9.0945,8.1283,8.1279,7.4948,7.1934,6.9082,6.8894,6.0845,5.9735,0.1334
4062455,100,4,14.0251,14.1402,8.2708,8.3009,7.8757,7.7224,7.0209,7.1586,6.7472,6.7776,5.3267,5.5509,0.134
4021738,macro,4,14.8594,14.722,9.7292,10.0048,5.5893,5.4955,7.8089,7.8243,5.2195,5.1485,4.8684,4.8167,0.1364
1513509,50,4,13.3722,13.3255,11.3515,11.4742,6.5922,6.328,8.32,8.2256,5.8363,5.7162,5.5806,5.5412,0.1366
1504291,250,2,13.1993,13.2795,9.0681,9.0945,8.0732,8.1279,7.4963,7.1934,6.8579,6.8894,6.0688,5.9735,0.1366
4021738,250,4,14.8166,14.722,9.7083,10.0048,5.5966,5.4955,7.8225,7.8243,5.2216,5.1485,4.8665,4.8167,0.1384
2006979,macro,2,11.9484,11.7398,8.4166,8.1839,6.211,6.2292,6.682,6.6336,5.3896,5.3229,4.8276,4.9285,0.1384
1542632,250,4,11.2074,11.2951,9.9701,9.9192,6.7966,6.7767,6.3632,6.3147,5.5482,5.8111,5.412,5.5955,0.1389
2103304,250,4,17.4663,17.6142,6.461,6.293,5.4001,5.3102,5.9774,5.9261,5.0509,4.997,3.83,4.0584,0.139
2015621,250,4,19.0975,19.0693,7.33,7.3843,5.8732,5.8492,6.8216,6.5059,5.5232,5.592,4.4926,4.585,0.1398
1501963,macro,1,9.6107,9.4648,8.6113,8.6087,7.9305,8.0963,5.8356,5.9451,5.5767,5.589,5.2806,5.5211,0.1407
2015621,macro,4,19.0169,19.0693,7.3358,7.3843,5.9028,5.8492,6.8289,6.5059,5.553,5.592,4.5123,4.585,0.1409
7118347,250,4,13.6045,13.3108,9.1776,9.2125,7.3171,7.1694,7.5066,7.4117,6.3435,6.312,5.6868,5.658,0.1415
7112228,50,14,22.6606,22.4911,7.6585,7.6085,5.2099,5.2912,7.3221,7.2073,5.0785,4.9509,4.1135,4.344,0.1417
2230469,macro,2,11.2689,11.2675,8.7412,8.7772,7.8631,8.0281,6.4841,6.5559,5.9377,5.6603,5.3557,5.4591,0.1422
2218955,macro,2,13.2326,13.0442,10.9751,10.8698,6.3467,6.5839,7.86,7.7627,5.6027,5.6697,5.373,5.3054,0.1422
1501963,250,1,9.6297,9.4648,8.6281,8.6087,7.9361,8.0963,5.8361,5.9451,5.5771,5.589,5.2826,5.5211,0.1427
4021738,50,4,14.7505,14.722,9.8261,10.0048,5.7156,5.4955,7.8626,7.8243,5.3024,5.1485,4.9424,4.8167,0.1427
2230469,250,2,11.2431,11.2675,8.7367,8.7772,7.8892,8.0281,6.4814,6.5559,5.9583,5.6603,5.3797,5.4591,0.1427
7150546,250,2,11.8415,11.787,10.7852,11.042,6.6771,6.7547,6.6803,6.864,5.5979,5.596,5.4379,5.5573,0.1432
1516196,macro,14,26.7481,26.5497,6.1468,6.3314,3.723,3.7556,6.1866,6.1587,3.7356,3.6852,3.0161,3.2301,0.1435
1542632,macro,4,11.1329,11.2951,9.9683,9.9192,6.8562,6.7767,6.3393,6.3147,5.5598,5.8111,5.4357,5.5955,0.144
7214947,250,2,17.7678,17.5433,6.783,6.9699,5.1317,5.2295,6.2616,6.0901,4.8576,4.8603,3.7667,3.7466,0.1442
1542632,100,4,11.2513,11.2951,10.0496,9.9192,6.7759,6.7767,6.3565,6.3147,5.5419,5.8111,5.4176,5.5955,0.1442
2014328,250,4,13.6009,13.4108,7.5185,7.627,6.0031,5.7609,6.484,6.4508,5.3853,5.2932,4.4961,4.5969,0.1451
4026151,250,19,15.0424,14.9569,8.5924,8.4206,6.938,7.0684,7.3774,7.3376,6.202,6.3907,5.2244,5.4139,0.1455
2230469,100,2,11.2073,11.2675,8.7399,8.7772,7.9193,8.0281,6.4784,6.5559,5.9782,5.6603,5.4042,5.4591,0.1455
7150546,50,2,11.834,11.787,10.7488,11.042,6.718,6.7547,6.7048,6.864,5.6104,5.596,5.4463,5.5573,0.1457
7118347,50,4,13.619,13.3108,9.1492,9.2125,7.316,7.1694,7.4924,7.4117,6.346,6.312,5.6772,5.658,0.1464
2014328,50,4,13.6466,13.4108,7.5734,7.627,5.9777,5.7609,6.5434,6.4508,5.3759,5.2932,4.5086,4.5969,0.1465
7150546,100,2,11.8415,11.787,10.7477,11.042,6.7053,6.7547,6.7072,6.864,5.6136,5.596,5.447,5.5573,0.1467
2230469,50,2,11.2016,11.2675,8.7508,8.7772,7.9445,8.0281,6.4837,6.5559,5.9933,5.6603,5.4153,5.4591,0.1472
2105152,50,33,11.7481,11.572,5.7511,5.671,5.6653,5.567,5.1018,5.0924,4.9701,5.0167,3.6877,3.9727,0.1475
2014328,100,4,13.6826,13.4108,7.5169,7.627,5.9103,5.7609,6.5034,6.4508,5.3307,5.2932,4.4597,4.5969,0.1479
7150546,macro,2,11.8611,11.787,10.7789,11.042,6.6554,6.7547,6.6872,6.864,5.5944,5.596,5.4303,5.5573,0.1483
2007443,100,19,20.7626,20.548,7.4463,7.231,5.8102,5.838,6.8181,6.821,5.4957,5.6157,4.3834,4.5424,0.1488
2007503,100,2,9.0002,9.0497,8.0983,8.0122,7.2701,7.2385,5.345,5.0204,4.9427,4.8705,4.6507,4.5398,0.1493
4075916,macro,2,12.1621,12.3842,10.0588,10.2252,9.3468,9.1565,7.0052,7.0188,6.8442,6.7124,6.2705,6.204,0.1501
4021738,100,4,14.8222,14.722,9.6911,10.0048,5.6207,5.4955,7.8118,7.8243,5.2373,5.1485,4.8775,4.8167,0.1505
7219113,50,62,14.7133,14.5314,6.8011,6.7663,6.0231,6.0577,6.1478,6.1339,5.4923,5.5913,4.208,4.5132,0.152
4025432,100,2,9.629,9.666,8.5392,8.3129,7.8542,8.0307,5.6724,5.779,5.3863,5.2798,5.0849,5.265,0.1521
2014328,macro,4,13.5208,13.4108,7.5372,7.627,6.0733,5.7609,6.4806,6.4508,5.4245,5.2932,4.5362,4.5969,0.1525
4076329,50,2,10.5357,10.7247,8.7233,8.7948,7.9938,7.7878,6.0661,5.9011,5.7353,5.6735,5.2592,5.0992,0.1527
7219113,250,62,14.7632,14.5314,6.8514,6.7663,6.0756,6.0577,6.1996,6.1339,5.5366,5.5913,4.2455,4.5132,0.1529
4062455,50,4,13.9623,14.1402,8.2577,8.3009,7.846,7.7224,6.9914,7.1586,6.7053,6.7776,5.3084,5.5509,0.1532
1504291,100,2,13.147,13.2795,9.1196,9.0945,8.0448,8.1279,7.5106,7.1934,6.8318,6.8894,6.082,5.9735,0.1532
2103304,macro,4,17.6,17.6142,6.5592,6.293,5.3805,5.3102,6.0641,5.9261,5.0321,4.997,3.8442,4.0584,0.1539
4025432,250,2,9.6499,9.666,8.5591,8.3129,7.8671,8.0307,5.6813,5.779,5.3798,5.2798,5.0771,5.265,0.1541
2105152,100,33,11.7832,11.572,5.7316,5.671,5.6817,5.567,5.1035,5.0924,4.9863,5.0167,3.6893,3.9727,0.1543
2218955,100,2,13.1932,13.0442,11.0435,10.8698,6.3446,6.5839,7.9145,7.7627,5.5993,5.6697,5.378,5.3054,0.1543
2105152,macro,33,11.7835,11.572,5.6949,5.671,5.6766,5.567,5.0877,5.0924,4.9814,5.0167,3.681,3.9727,0.1547
4062455,250,4,13.9266,14.1402,8.2661,8.3009,7.8843,7.7224,7.0038,7.1586,6.7477,6.7776,5.3351,5.5509,0.1551
2105151,100,33,11.7288,11.5877,5.6974,5.6894,5.6416,5.617,5.0734,5.107,4.9493,5.0545,3.6624,3.9972,0.1554
4117897,macro,4,9.4644,9.3971,9.0439,9.1348,8.5757,8.7933,6.3956,6.4418,6.2853,6.4207,6.0802,6.3351,0.1558
1516196,250,14,26.7603,26.5497,6.1066,6.3314,3.7277,3.7556,6.1414,6.1587,3.7433,3.6852,3.0147,3.2301,0.1559
7214947,macro,2,17.8059,17.5433,6.807,6.9699,5.1324,5.2295,6.2902,6.0901,4.862,4.8603,3.7756,3.7466,0.1559
2105151,macro,33,11.7702,11.5877,5.7037,5.6894,5.6588,5.617,5.0918,5.107,4.9666,5.0545,3.676,3.9972,0.1562
7219113,100,62,14.7688,14.5314,6.8326,6.7663,6.0587,6.0577,6.1862,6.1339,5.527,5.5913,4.2316,4.5132,0.1565
7219103,250,19,8.3398,8.6154,7.9917,7.9039,6.7606,6.6768,5.6514,5.8242,5.1462,5.2775,5.0046,5.1005,0.1565
4025432,macro,2,9.6436,9.666,8.5503,8.3129,7.8599,8.0307,5.6652,5.779,5.3643,5.2798,5.0583,5.265,0.1575
4025432,50,2,9.6513,9.666,8.5835,8.3129,7.853,8.0307,5.7502,5.779,5.4508,5.2798,5.1467,5.265,0.1576
4075916,250,2,12.1272,12.3842,10.0919,10.2252,9.3705,9.1565,7.0116,7.0188,6.8376,6.7124,6.2688,6.204,0.1579
2217005,250,14,13.7443,13.548,12.0262,11.9648,4.1987,3.9356,9.1268,8.9681,3.8954,3.7794,3.6817,3.6647,0.1583
2105151,50,33,11.7134,11.5877,5.6869,5.6894,5.6247,5.617,5.0604,5.107,4.937,5.0545,3.6521,3.9972,0.1586
2006979,100,2,12.0058,11.7398,8.4328,8.1839,6.214,6.2292,6.6941,6.6336,5.3923,5.3229,4.8308,4.9285,0.1586
2015621,100,4,19.108,19.0693,7.2216,7.3843,5.7594,5.8492,6.7191,6.5059,5.4196,5.592,4.3854,4.585,0.1587
4513700,100,2,16.8165,16.959,6.6168,6.6334,5.5881,5.3043,6.1693,6.3297,5.2245,5.257,4.0088,4.1631,0.159
7214947,100,2,17.8338,17.5433,6.8226,6.9699,5.1381,5.2295,6.2827,6.0901,4.856,4.8603,3.7783,3.7466,0.1595
2105152,250,33,11.8027,11.572,5.6996,5.671,5.6782,5.567,5.0919,5.0924,4.9857,5.0167,3.6803,3.9727,0.1596
4020408,50,2,9.3564,9.289,8.5465,8.6868,8.0435,8.0613,5.5628,5.4678,5.3213,5.1074,5.0801,4.8072,0.1601
7219103,100,19,8.334,8.6154,7.9865,7.9039,6.7507,6.6768,5.6421,5.8242,5.1382,5.2775,4.9902,5.1005,0.1613
2218955,250,2,13.253,13.0442,11.0371,10.8698,6.3527,6.5839,7.9119,7.7627,5.6147,5.6697,5.3918,5.3054,0.1622
7112228,100,14,22.5876,22.4911,7.596,7.6085,5.065,5.2912,7.2468,7.2073,4.955,4.9509,4.0348,4.344,0.1622
7219103,macro,19,8.3248,8.6154,8.0145,7.9039,6.7547,6.6768,5.6584,5.8242,5.1398,5.2775,5.0049,5.1005,0.1624
7118347,100,4,13.6282,13.3108,9.2202,9.2125,7.3498,7.1694,7.5474,7.4117,6.3731,6.312,5.7214,5.658,0.1631
2220680,250,14,15.9708,16.0053,10.7848,11.0709,4.8481,4.9115,8.9743,9.105,4.6541,4.4585,4.3578,4.4895,0.1632
4513700,250,2,16.7714,16.959,6.6353,6.6334,5.5713,5.3043,6.1778,6.3297,5.205,5.257,3.997,4.1631,0.1632
2105151,250,33,11.7675,11.5877,5.6756,5.6894,5.6405,5.617,5.0738,5.107,4.953,5.0545,3.6561,3.9972,0.1637
2220680,50,14,16.0751,16.0053,10.8022,11.0709,4.7545,4.9115,9.0219,9.105,4.5866,4.4585,4.2965,4.4895,0.1645
4074870,100,4,13.5194,13.4036,11.1272,11.2807,8.7886,8.5768,8.0292,7.7647,7.218,7.2244,6.9312,6.8275,0.1646
2300571,macro,19,18.7145,18.4007,9.0906,9.0417,5.8149,5.9633,8.0782,8.1149,5.533,5.6728,4.8262,4.9781,0.1668
1516196,100,14,26.8001,26.5497,6.0946,6.3314,3.7512,3.7556,6.1184,6.1587,3.7653,3.6852,3.0279,3.2301,0.1672
4030114,250,4,11.4677,11.179,7.484,7.3333,5.3996,5.1698,6.1398,6.1317,4.7794,4.6842,4.2314,4.2254,0.1673
2219388,100,19,13.815,13.7676,7.7926,7.6272,7.2794,7.365,6.699,6.6718,6.3436,6.4942,4.969,5.2981,0.1677
2007533,50,14,11.9795,12.0464,10.758,10.9702,7.7766,7.461,7.5122,7.3984,6.4246,6.343,6.187,6.1694,0.1679
4062455,macro,4,13.8832,14.1402,8.2502,8.3009,7.8594,7.7224,6.9857,7.1586,6.7285,6.7776,5.3264,5.5509,0.1684
7112228,macro,14,22.5573,22.4911,7.5506,7.6085,5.0524,5.2912,7.2057,7.2073,4.9445,4.9509,4.0191,4.344,0.1685
2105149,macro,33,11.8246,11.6535,5.7615,5.7217,5.6487,5.681,5.1203,5.136,4.9563,5.1065,3.6909,4.0314,0.1687
1514664,100,14,21.4645,21.4617,9.0647,9.1925,5.7765,5.8039,8.0798,8.45,5.4741,5.6026,4.7272,4.7246,0.1687
7112228,250,14,22.5785,22.4911,7.5683,7.6085,5.0547,5.2912,7.224,7.2073,4.9463,4.9509,4.0194,4.344,0.1688
4023347,macro,4,13.2334,13.2015,10.982,11.1573,8.8083,8.6807,8.0803,7.7569,7.2747,7.2531,6.9848,6.8513,0.1688
2105700,macro,14,12.1549,11.9752,4.815,5.0712,4.5096,4.3618,4.4867,4.6698,4.1643,4.0984,2.804,2.6883,0.1688
7224034,50,2,11.6125,11.4311,8.0146,8.0598,7.2123,7.4635,6.5088,6.3991,6.0224,5.9415,5.2107,4.9716,0.1702
4074870,250,4,13.5112,13.4036,11.1062,11.2807,8.863,8.5768,7.9728,7.7647,7.2279,7.2244,6.9107,6.8275,0.1704
2231273,macro,19,24.2259,23.884,9.358,9.47,4.9898,4.8035,8.8265,8.8033,4.8105,4.7092,4.2912,4.2839,0.1708
4030114,50,4,11.5202,11.179,7.3148,7.3333,5.3594,5.1698,6.0201,6.1317,4.7414,4.6842,4.143,4.2254,0.1709
7219113,macro,62,14.8087,14.5314,6.9435,6.7663,6.1184,6.0577,6.2721,6.1339,5.5769,5.5913,4.3033,4.5132,0.1709
4026151,100,19,15.1345,14.9569,8.3437,8.4206,6.9128,7.0684,7.2317,7.3376,6.1938,6.3907,5.1607,5.4139,0.1711
2105149,50,33,11.7468,11.6535,5.7192,5.7217,5.6361,5.681,5.0744,5.136,4.9376,5.1065,3.6669,4.0314,0.1712
4117897,250,4,9.4702,9.3971,9.0327,9.1348,8.5637,8.7933,6.3497,6.4418,6.2519,6.4207,6.0693,6.3351,0.1713
2105149,100,33,11.8023,11.6535,5.7368,5.7217,5.6335,5.681,5.0963,5.136,4.9435,5.1065,3.6798,4.0314,0.1714
7219108,250,62,14.8579,14.5514,6.917,6.8288,6.115,6.1066,6.2505,6.1819,5.572,5.6309,4.2942,4.552,0.1715
4075916,100,2,12.1976,12.3842,10.07,10.2252,9.4369,9.1565,7.0162,7.0188,6.8888,6.7124,6.2974,6.204,0.1719
4513700,macro,2,16.7207,16.959,6.6594,6.6334,5.586,5.3043,6.1969,6.3297,5.2186,5.257,4.0167,4.1631,0.172
2006979,250,2,11.9977,11.7398,8.49,8.1839,6.2499,6.2292,6.6977,6.6336,5.4063,5.3229,4.8486,4.9285,0.1723
2100663,50,14,11.1304,11.377,9.6743,9.8026,4.8404,4.7355,7.2978,7.4263,4.3037,4.3719,4.0014,3.7387,0.1724
9011123,50,18,10.5816,10.309,8.1618,8.035,3.9771,3.795,6.3096,6.3374,3.7677,3.5614,3.5411,3.4315,0.1727
4023347,250,4,13.2559,13.2015,11.0719,11.1573,8.8016,8.6807,8.1216,7.7569,7.2747,7.2531,6.9965,6.8513,0.1729
7224883,250,19,17.6013,17.29,8.3242,8.422,4.6236,4.62,7.4256,7.5715,4.5655,4.4634,3.8474,4.0506,0.173
1513509,macro,4,13.5677,13.3255,11.6987,11.4742,6.4936,6.328,8.4239,8.2256,5.77,5.7162,5.5769,5.5412,0.1732
4513700,50,2,16.7375,16.959,6.5979,6.6334,5.5698,5.3043,6.1595,6.3297,5.2155,5.257,3.9942,4.1631,0.1732
4028550,macro,4,8.9328,8.7343,8.3753,8.4007,7.7547,7.6881,5.7577,6.0547,5.604,5.7709,5.458,5.3145,0.1738
1514664,macro,14,21.7755,21.4617,9.1568,9.1925,5.6684,5.8039,8.2764,8.45,5.4222,5.6026,4.6941,4.7246,0.174
4117897,50,4,9.4989,9.3971,9.0063,9.1348,8.618,8.7933,6.3266,6.4418,6.2505,6.4207,6.0469,6.3351,0.1746
2201783,100,4,14.4893,14.527,8.6471,8.2886,8.0183,7.9661,7.3543,7.1992,6.8207,6.9849,5.5208,5.5117,0.175
4030114,100,4,11.4828,11.179,7.4608,7.3333,5.4226,5.1698,6.1228,6.1317,4.7969,4.6842,4.2368,4.2254,0.1758
4028550,100,4,8.7837,8.7343,8.3292,8.4007,7.7763,7.6881,5.7098,6.0547,5.5913,5.7709,5.4594,5.3145,0.1768
7052503,50,2,12.3153,12.3782,8.181,7.8916,7.7807,7.7488,7.0493,6.8181,6.7356,6.7635,6.0211,6.2325,0.1768
4313817,macro,11,17.3907,17.1991,10.0126,10.0632,5.5026,5.5365,8.6235,8.6857,5.2198,5.2702,4.7887,4.4129,0.1771
1503852,250,19,20.5418,20.684,14.1691,14.4142,4.0952,4.266,12.0282,11.8259,4.0607,4.1781,3.9361,4.0906,0.1771
2201783,250,4,14.4195,14.527,8.6414,8.2886,8.0177,7.9661,7.3418,7.1992,6.8151,6.9849,5.5376,5.5117,0.1773
4024485,macro,2,18.982,19.1039,8.69,8.5639,5.9332,5.9351,7.7671,7.5257,5.612,5.6415,4.7888,4.4749,0.1773
2220680,macro,14,15.9305,16.0053,10.7623,11.0709,4.8404,4.9115,8.9397,9.105,4.6457,4.4585,4.3451,4.4895,0.1775
2220680,100,14,15.9885,16.0053,10.7668,11.0709,4.7552,4.9115,8.9757,9.105,4.5819,4.4585,4.2889,4.4895,0.1776
4028550,250,4,8.851,8.7343,8.3475,8.4007,7.7805,7.6881,5.7193,6.0547,5.5911,5.7709,5.4548,5.3145,0.1777
4117897,100,4,9.4723,9.3971,9.0242,9.1348,8.5646,8.7933,6.3402,6.4418,6.2426,6.4207,6.0564,6.3351,0.1779
9011123,100,18,10.5722,10.309,8.1801,8.035,3.9926,3.795,6.318,6.3374,3.7765,3.5614,3.5498,3.4315,0.178
2219388,250,19,13.8855,13.7676,7.7513,7.6272,7.266,7.365,6.6889,6.6718,6.3429,6.4942,4.9406,5.2981,0.178
7052503,macro,2,12.2309,12.3782,8.155,7.8916,7.7702,7.7488,7.0213,6.8181,6.7128,6.7635,5.9972,6.2325,0.1783
2231273,250,19,24.2365,23.884,9.3498,9.47,5.002,4.8035,8.8252,8.8033,4.8224,4.7092,4.3009,4.2839,0.1787
1542632,50,4,11.1118,11.2951,10.0749,9.9192,6.8196,6.7767,6.2373,6.3147,5.5053,5.8111,5.4119,5.5955,0.1793
2007503,250,2,9.0255,9.0497,8.1527,8.0122,7.3356,7.2385,5.3776,5.0204,4.9751,4.8705,4.6974,4.5398,0.1794
2007310,100,4,10.5675,10.7377,8.0519,8.03,7.0244,7.0604,6.2572,6.4307,5.6957,5.3446,5.2048,5.3023,0.1796
7052503,250,2,12.2976,12.3782,8.1671,7.8916,7.7569,7.7488,7.0188,6.8181,6.6991,6.7635,5.9725,6.2325,0.1801
7153260,50,19,17.6616,17.319,9.7179,9.5712,4.9654,4.9234,8.6051,8.3771,4.7844,4.7358,4.3503,4.3781,0.1806
4076977,250,2,10.9257,10.8678,8.998,8.7458,7.3335,7.6378,6.5744,6.4103,5.8106,5.7118,5.3069,5.2803,0.1812
4031559,50,2,13.7306,13.7729,6.8482,6.8857,6.1031,6.0198,5.9759,5.5949,5.4284,5.3269,4.2799,4.1012,0.1814
2105117,50,2,20.0656,20.1117,9.288,9.3234,5.0592,4.8913,8.4457,8.7887,4.8149,4.775,4.293,4.5106,0.1817
4074870,50,4,13.4913,13.4036,11.0807,11.2807,8.8625,8.5768,8.0108,7.7647,7.2461,7.2244,6.9244,6.8275,0.1825
2229494,macro,4,12.5801,12.4772,7.804,7.8786,6.798,6.7247,6.5364,6.1205,5.878,5.9197,5.0526,5.1149,0.1826
2201783,macro,4,14.4189,14.527,8.6532,8.2886,8.0064,7.9661,7.3548,7.1992,6.8121,6.9849,5.5513,5.5117,0.1834
2300571,250,19,18.7655,18.4007,9.0776,9.0417,5.8112,5.9633,8.0781,8.1149,5.5357,5.6728,4.8217,4.9781,0.1835
2105149,250,33,11.8451,11.6535,5.7172,5.7217,5.624,5.681,5.0977,5.136,4.9417,5.1065,3.6657,4.0314,0.1836
7224883,100,19,17.6011,17.29,8.2766,8.422,4.6804,4.62,7.4014,7.5715,4.61,4.4634,3.8742,4.0506,0.184
9011123,250,18,10.5648,10.309,8.1752,8.035,4.0144,3.795,6.3139,6.3374,3.7901,3.5614,3.5626,3.4315,0.1841
7150090,macro,19,21.8342,21.615,7.4696,7.6092,5.3033,5.0426,7.0569,7.1774,5.1276,4.9107,4.1231,4.2034,0.1842
4023347,100,4,13.2998,13.2015,11.0724,11.1573,8.8318,8.6807,8.124,7.7569,7.2981,7.2531,7.0181,6.8513,0.1845
4072694,50,2,10.3581,10.0768,8.2756,8.0527,7.2885,7.2116,5.9642,5.8841,5.2698,5.123,4.7108,4.5067,0.1845
7053277,macro,14,23.338,23.304,5.5306,5.4623,5.0981,4.877,5.4094,5.1258,4.9466,4.7736,3.4391,3.638,0.1847
7219108,100,62,14.8935,14.5514,6.8884,6.8288,6.0904,6.1066,6.2321,6.1819,5.5591,5.6309,4.2752,4.552,0.1849
7150090,250,19,21.898,21.615,7.5163,7.6092,5.2929,5.0426,7.1039,7.1774,5.1228,4.9107,4.1443,4.2034,0.1849
