cif,size,sgnum,assessed_100,actual_100,assessed_010,actual_010,assessed_001,actual_001,assessed_110,actual_110,assessed_101,actual_101,assessed_011,actual_011,mean_rmse
7207300,50,14,18.9076,18.9203,7.461,7.222,5.4772,5.6287,6.8662,6.7472,5.1434,5.2059,4.3221,4.4396,0.1367
7226562,macro,2,17.8824,17.8331,7.5795,7.836,6.3025,6.4767,6.8152,6.9042,5.835,5.8999,4.7593,4.8015,0.1369
4115406,50,4,18.3718,18.3885,8.8449,8.9511,5.5464,5.3999,7.7773,8.0482,5.105,5.1811,4.5747,4.5987,0.1371
4023246,100,4,17.5244,17.4692,7.128,7.288,6.3981,6.262,6.5142,6.7261,5.9012,5.8217,4.6271,4.7496,0.1375
7153260,100,19,17.3714,17.319,9.5563,9.5712,5.2299,4.9234,8.3026,8.3771,4.8333,4.7358,4.4262,4.3781,0.138
2101150,100,14,17.043,17.1964,7.8855,7.937,6.4703,6.3016,7.0026,7.2064,5.9465,5.8645,4.8284,4.9352,0.138
4023246,250,4,17.3556,17.4692,7.1486,7.288,6.3777,6.262,6.5053,6.7261,5.8737,5.8217,4.6142,4.7496,0.1388
7226562,250,2,17.9171,17.8331,7.558,7.836,6.3298,6.4767,6.8099,6.9042,5.8664,5.8999,4.7742,4.8015,0.1395
1520244,100,2,15.0353,15.1742,8.6756,8.5439,6.0819,6.0265,7.2714,7.3804,5.4889,5.5484,4.8224,4.5712,0.1404
1513077,250,4,11.4921,11.4219,10.1136,10.1331,8.4356,8.3796,7.51,7.5801,6.8209,6.505,6.3861,6.4576,0.1404
2222220,macro,2,9.8839,9.5931,7.9984,7.8337,7.4702,7.5422,5.4045,5.4041,5.2871,5.2879,4.8299,4.8751,0.1408
4022307,macro,4,17.1089,16.9582,7.6297,7.7322,6.623,6.724,6.8697,6.9796,6.0542,6.2506,4.9122,5.0739,0.1416
2222220,50,2,9.8914,9.5931,8.0024,7.8337,7.4953,7.5422,5.4168,5.4041,5.3091,5.2879,4.8448,4.8751,0.1421
2232244,50,2,11.6722,11.4089,7.8539,7.9492,7.3222,7.4137,6.3365,6.3778,6.0558,6.0732,5.1835,5.3644,0.1423
2101150,macro,14,17.0183,17.1964,7.9198,7.937,6.499,6.3016,7.0237,7.2064,5.9634,5.8645,4.8339,4.9352,0.144
1542684,250,2,12.2719,12.2492,10.9526,10.7933,4.0088,3.8908,7.745,7.6163,3.8471,3.6133,3.7188,3.6019,0.1442
4022307,250,4,17.0867,16.9582,7.6154,7.7322,6.6174,6.724,6.8549,6.9796,6.0488,6.2506,4.9096,5.0739,0.1442
4115406,100,4,18.323,18.3885,8.8346,8.9511,5.5609,5.3999,7.7707,8.0482,5.1194,5.1811,4.5772,4.5987,0.1444
1513077,50,4,11.394,11.4219,10.0091,10.1331,8.4462,8.3796,7.4217,7.5801,6.7607,6.505,6.3365,6.4576,0.1447
7112827,250,19,18.8742,18.773,7.3265,7.525,5.553,5.507,6.755,6.9848,5.2077,5.2843,4.3133,4.4441,0.1458
4507007,macro,14,22.2199,22.51,7.2371,7.083,6.2312,6.1223,6.8222,6.7565,5.8401,5.9077,4.4713,4.5208,0.1478
2224025,50,19,13.185,13.0565,12.0126,12.3175,4.93,4.8607,8.8622,8.9597,4.5028,4.5553,4.4524,4.5214,0.1479
2105860,macro,19,26.0284,25.996,13.0876,12.806,4.2242,4.0412,11.4802,11.4878,4.1006,3.9932,3.7696,3.8539,0.1486
2229083,100,2,13.2951,13.3665,6.9712,6.9244,6.6733,6.9189,6.0635,5.9928,5.853,5.9997,4.6468,4.4499,0.1488
4507007,250,14,22.3082,22.51,7.292,7.083,6.3104,6.1223,6.873,6.7565,5.9102,5.9077,4.5177,4.5208,0.1491
2223409,250,14,16.8174,16.5734,8.6078,8.7921,5.4992,5.3646,7.5168,7.6267,5.0476,5.1039,4.495,4.5794,0.1495
2300572,macro,19,18.3033,18.4027,8.9938,9.0419,6.2664,5.9641,7.9785,8.1153,5.7815,5.6736,4.9606,4.9786,0.1496
7106654,macro,2,10.1374,10.0069,9.386,9.127,8.6312,8.7082,6.241,6.2272,6.0036,6.1058,5.7653,5.582,0.1496
1504266,100,4,12.1965,12.4311,11.3227,11.2481,5.9009,6.0204,7.3,7.0805,5.3582,5.4184,5.2117,5.3079,0.1505
7153433,50,14,21.787,21.7649,7.7339,7.8957,6.266,6.1876,7.1762,7.4224,5.8779,5.8999,4.6646,4.8703,0.1507
7106654,250,2,10.1326,10.0069,9.3998,9.127,8.6666,8.7082,6.2098,6.2272,5.9863,6.1058,5.7575,5.582,0.1513
2101150,250,14,17.0065,17.1964,7.8981,7.937,6.5087,6.3016,7.0176,7.2064,5.9759,5.8645,4.8416,4.9352,0.1513
4030669,250,19,17.127,17.0246,7.1647,7.3529,6.7463,6.6807,6.5369,6.7502,6.1817,6.219,4.7424,4.9446,0.1517
1513077,100,4,11.4458,11.4219,9.9756,10.1331,8.4158,8.3796,7.4574,7.5801,6.7999,6.505,6.3576,6.4576,0.152
2232244,250,2,11.7077,11.4089,7.8974,7.9492,7.2981,7.4137,6.3646,6.3778,6.0427,6.0732,5.1833,5.3644,0.1524
2232244,100,2,11.7257,11.4089,7.8723,7.9492,7.3172,7.4137,6.3627,6.3778,6.0693,6.0732,5.2031,5.3644,0.1538
4023246,50,4,17.3197,17.4692,7.1828,7.288,6.4795,6.262,6.5389,6.7261,5.9673,5.8217,4.6755,4.7496,0.1541
1517073,250,4,17.7487,17.8652,7.8917,7.7112,6.2024,6.151,7.0524,6.7569,5.736,5.8159,4.7963,4.8086,0.1542
2232244,macro,2,11.6928,11.4089,7.9232,7.9492,7.2806,7.4137,6.3658,6.3778,6.012,6.0732,5.164,5.3644,0.1544
2300572,50,19,18.3345,18.4027,8.8925,9.0419,6.2246,5.9641,7.9166,8.1153,5.7582,5.6736,4.9298,4.9786,0.1548
4030669,macro,19,17.1821,17.0246,7.172,7.3529,6.7485,6.6807,6.5431,6.7502,6.1897,6.219,4.7478,4.9446,0.1552
7207300,macro,14,18.8492,18.9203,7.5241,7.222,5.5064,5.6287,6.8904,6.7472,5.1588,5.2059,4.3328,4.4396,0.1557
2212872,100,14,17.0206,16.817,12.2358,12.0976,4.8935,4.8812,9.8477,9.8206,4.6391,4.6877,4.3779,4.0907,0.1561
7106654,100,2,10.1604,10.0069,9.4031,9.127,8.651,8.7082,6.2332,6.2272,6.0087,6.1058,5.7693,5.582,0.1568
4002212,100,15,9.3753,9.0772,7.9867,7.9153,6.663,6.7366,5.9957,5.9281,5.4377,5.4096,4.922,5.1301,0.1571
1517073,macro,4,17.7265,17.8652,7.8916,7.7112,6.2083,6.151,7.052,6.7569,5.7396,5.8159,4.7961,4.8086,0.1571
1542684,macro,2,12.2083,12.2492,10.8631,10.7933,4.0739,3.8908,7.7038,7.6163,3.894,3.6133,3.7512,3.6019,0.1575
7153819,macro,14,15.1598,15.1571,14.7895,14.7961,4.533,4.7893,10.6919,10.5878,4.4104,4.243,4.3442,4.5566,0.158
1520244,250,2,15.0224,15.1742,8.7133,8.5439,6.1265,6.0265,7.2942,7.3804,5.5265,5.5484,4.8548,4.5712,0.1581
4030669,50,19,17.2856,17.0246,7.2219,7.3529,6.803,6.6807,6.5835,6.7502,6.2464,6.219,4.797,4.9446,0.1584
7106654,50,2,10.1723,10.0069,9.3787,9.127,8.6222,8.7082,6.2978,6.2272,6.0493,6.1058,5.7931,5.582,0.1586
4002212,50,15,9.3345,9.0772,8.0593,7.9153,6.9034,6.7366,6.0105,5.9281,5.5522,5.4096,5.0311,5.1301,0.159
1520244,macro,2,14.9774,15.1742,8.6451,8.5439,6.1247,6.0265,7.2433,7.3804,5.5144,5.5484,4.8418,4.5712,0.159
1504266,macro,4,12.1907,12.4311,11.2331,11.2481,5.876,6.0204,7.299,7.0805,5.3342,5.4184,5.1727,5.3079,0.1592
1542684,100,2,12.285,12.2492,10.9328,10.7933,4.0487,3.8908,7.7426,7.6163,3.8769,3.6133,3.7466,3.6019,0.1592
7207300,250,14,18.8541,18.9203,7.51,7.222,5.475,5.6287,6.8947,6.7472,5.125,5.2059,4.3235,4.4396,0.1596
1505877,macro,4,17.6807,17.5955,9.4739,9.7255,5.9699,5.731,8.1861,8.0381,5.5023,5.4492,4.8941,4.9375,0.1603
1542411,100,4,12.4018,12.5452,10.5524,10.3667,6.5958,6.5192,7.9941,7.69,5.8146,5.7848,5.5305,5.5187,0.1604
1513509,50,4,13.0069,13.3255,11.4622,11.4742,6.2635,6.328,8.348,8.2256,5.6061,5.7162,5.3908,5.5412,0.161
4325398,100,4,14.2189,14.2146,7.9955,7.7498,5.9161,5.723,6.802,6.5657,5.3148,5.3089,4.6538,4.6038,0.1613
1517073,50,4,17.7206,17.8652,7.9074,7.7112,6.1807,6.151,7.0535,6.7569,5.7166,5.8159,4.7888,4.8086,0.1625
2221709,250,4,11.9909,11.7629,10.6569,10.7299,7.31,7.34,7.8431,7.5355,6.3201,6.2271,6.053,6.0582,0.1641
2009747,100,19,17.1852,17.191,7.6014,7.685,6.4663,6.612,6.799,7.0159,5.9581,6.1713,4.8083,5.0122,0.1645
2212872,50,14,16.9107,16.817,12.2431,12.0976,4.975,4.8812,9.8199,9.8206,4.7135,4.6877,4.4433,4.0907,0.1652
7226562,100,2,17.9713,17.8331,7.5513,7.836,6.2662,6.4767,6.8077,6.9042,5.8124,5.8999,4.7451,4.8015,0.1656
2221709,100,4,11.9632,11.7629,10.44,10.7299,7.3362,7.34,7.7133,7.5355,6.3113,6.2271,6.0158,6.0582,0.1657
4024854,250,4,23.3696,23.6911,7.7942,7.681,6.2312,6.3318,7.2521,7.3066,5.864,5.9714,4.7291,4.8857,0.166
1517073,100,4,17.7126,17.8652,7.9137,7.7112,6.1935,6.151,7.0584,6.7569,5.7236,5.8159,4.7967,4.8086,0.1662
4027406,50,4,15.6865,15.3345,6.776,6.8706,6.0281,6.0107,6.1527,6.27,5.5329,5.4816,4.3963,4.5239,0.1663
2223409,50,14,16.8219,16.5734,8.56,8.7921,5.4707,5.3646,7.4805,7.6267,5.0237,5.1039,4.4725,4.5794,0.1664
2229083,250,2,13.2974,13.3665,6.9801,6.9244,6.6233,6.9189,6.0705,5.9928,5.8147,5.9997,4.6278,4.4499,0.1669
4325398,250,4,14.2542,14.2146,7.9968,7.7498,5.9313,5.723,6.8083,6.5657,5.3301,5.3089,4.6618,4.6038,0.1676
7225616,100,14,20.0483,19.9397,9.2267,9.3013,4.9457,4.6996,8.2399,8.4293,4.6048,4.3705,4.1972,4.1946,0.1677
7153819,250,14,15.1625,15.1571,14.8209,14.7961,4.5245,4.7893,10.7411,10.5878,4.3933,4.243,4.3287,4.5566,0.1677
1518443,250,19,14.6805,14.787,9.7439,10.063,4.4399,4.256,8.1747,8.3193,4.1317,4.09,3.9073,3.9198,0.1682
7151950,100,4,19.5382,19.605,9.8808,9.7601,4.9738,4.7217,8.6739,8.7372,4.6846,4.5905,4.2624,3.9859,0.1693
1504266,250,4,12.1944,12.4311,11.2938,11.2481,5.8445,6.0204,7.3088,7.0805,5.3186,5.4184,5.1633,5.3079,0.1694
4115406,250,4,18.2866,18.3885,8.7846,8.9511,5.5776,5.3999,7.7301,8.0482,5.1366,5.1811,4.5768,4.5987,0.17
2009747,50,19,17.0388,17.191,7.6382,7.685,6.4876,6.612,6.7873,7.0159,5.9639,6.1713,4.8168,5.0122,0.1704
1514978,macro,4,12.6442,12.6858,10.4638,10.1779,6.5069,6.6518,7.9607,7.7372,5.7681,5.8911,5.4914,5.5681,0.171
2013350,50,14,14.1848,14.5505,7.832,7.7952,6.9723,6.8257,6.7743,6.8712,6.1195,6.1796,4.7654,4.8544,0.172
4024854,100,4,23.4116,23.6911,7.8284,7.681,6.1728,6.3318,7.2821,7.3066,5.8168,5.9714,4.7164,4.8857,0.1724
2000474,100,19,14.4493,14.522,8.9499,9.019,6.3888,6.059,7.4603,7.6616,5.6972,5.5918,4.9373,5.0294,0.1727
4325398,macro,4,14.2084,14.2146,8.0216,7.7498,5.9154,5.723,6.8231,6.5657,5.3138,5.3089,4.6545,4.6038,0.1731
1514978,50,4,12.425,12.6858,10.4299,10.1779,6.7464,6.6518,7.925,7.7372,5.9184,5.8911,5.6338,5.5681,0.1736
2212872,macro,14,17.0644,16.817,12.2363,12.0976,4.9252,4.8812,9.8579,9.8206,4.6634,4.6877,4.4022,4.0907,0.1739
2004523,50,19,17.3526,17.423,7.8601,7.912,7.3554,7.58,7.0262,7.204,6.7055,6.9507,5.2911,5.4735,0.1747
2310119,macro,14,11.5577,11.4855,5.8821,5.9114,3.5322,3.4965,5.1783,4.8076,3.5095,3.3449,2.8907,3.0095,0.176
2105860,50,19,25.7835,25.996,13.0242,12.806,4.2793,4.0412,11.4062,11.4878,4.1658,3.9932,3.824,3.8539,0.1764
2004172,macro,4,11.4525,11.6343,10.3784,10.2762,7.2998,7.197,7.4855,7.1262,6.1185,6.1206,5.8321,5.895,0.1766
7225364,100,14,13.9554,14.3012,10.9397,11.0881,4.3148,4.2101,8.6297,8.7628,4.0172,3.9427,3.8241,3.936,0.1772
2004172,250,4,11.4407,11.6343,10.3919,10.2762,7.2614,7.197,7.4816,7.1262,6.0981,6.1206,5.814,5.895,0.1772
2228596,100,2,12.4641,12.451,8.4671,8.6954,5.726,5.6279,6.7986,6.9068,5.0823,4.7604,4.6039,4.4871,0.1784
2000474,macro,19,14.4313,14.522,8.9592,9.019,6.4062,6.059,7.4642,7.6616,5.7094,5.5918,4.952,5.0294,0.1785
2105860,250,19,25.9654,25.996,13.1625,12.806,4.241,4.0412,11.5239,11.4878,4.1275,3.9932,3.7898,3.8539,0.1786
2103262,macro,18,17.8383,17.653,9.4329,9.462,5.5793,5.662,8.1601,8.3396,5.1596,5.3915,4.6065,4.8586,0.1787
1517179,250,19,18.8238,18.6936,7.7095,7.8956,6.8591,6.859,6.9817,7.2734,6.3561,6.4392,4.9587,5.178,0.1787
2212872,250,14,17.0532,16.817,12.2463,12.0976,4.9477,4.8812,9.8613,9.8206,4.6849,4.6877,4.4197,4.0907,0.179
1542705,250,4,14.2894,14.1844,8.8964,9.19,6.1515,6.1859,7.2949,7.4456,5.5215,5.6702,4.9076,5.1317,0.1796
7219106,50,62,14.909,14.5609,7.0523,6.8598,6.2374,6.129,6.3416,6.2056,5.6544,5.649,4.4994,4.5705,0.1796
4002212,250,15,9.3843,9.0772,7.937,7.9153,6.5491,6.7366,5.9903,5.9281,5.3904,5.4096,4.8822,5.1301,0.1806
1513509,macro,4,13.1214,13.3255,11.5231,11.4742,6.1598,6.328,8.4295,8.2256,5.5331,5.7162,5.3214,5.5412,0.1807
2239734,50,2,14.2676,14.4538,8.4106,8.7078,7.6558,7.6701,6.9765,6.7711,6.5893,6.4146,5.41,5.4262,0.1808
2239690,macro,19,22.8253,23.06,7.8189,7.919,5.0509,4.826,7.2311,7.4897,4.7389,4.7237,3.9965,4.121,0.1818
1542411,macro,4,12.4223,12.5452,10.583,10.3667,6.6164,6.5192,8.039,7.69,5.8421,5.7848,5.5641,5.5187,0.1819
2310119,50,14,11.575,11.4855,5.8833,5.9114,3.4307,3.4965,5.1917,4.8076,3.4315,3.3449,2.8343,3.0095,0.182
2229083,macro,2,13.2882,13.3665,6.9911,6.9244,6.5916,6.9189,6.0764,5.9928,5.7891,5.9997,4.6239,4.4499,0.1823
2220680,50,14,16.2536,16.0053,10.8963,11.0709,5.0399,4.9115,8.9369,9.105,4.684,4.4585,4.3794,4.4895,0.1825
2216617,macro,14,12.6099,12.9098,7.0917,7.0254,5.8984,5.7576,5.8602,5.5999,5.2565,5.2583,4.3164,4.4532,0.1829
1517179,100,19,18.8597,18.6936,7.7058,7.8956,6.8479,6.859,6.9858,7.2734,6.3517,6.4392,4.9612,5.178,0.1831
2218685,50,11,10.8114,10.6488,8.7227,8.6933,6.6901,6.8365,6.7129,6.4042,5.6294,5.753,5.1635,5.3739,0.1842
4101509,50,2,12.9978,13.0732,7.4515,7.8437,7.0351,7.1309,6.331,6.2673,6.0987,6.0154,4.8895,4.7334,0.1844
2215984,50,2,9.8257,10.0125,9.1405,9.3809,8.3929,8.4546,5.7958,5.7982,5.6065,5.8853,5.3994,5.5746,0.1848
7225616,250,14,20.0588,19.9397,9.2842,9.3013,4.9973,4.6996,8.2826,8.4293,4.6512,4.3705,4.2352,4.1946,0.1849
4115548,macro,4,13.1991,13.1605,10.8446,10.7982,5.9304,5.9499,7.6212,7.191,5.3956,5.4216,5.0821,5.2112,0.1855
7018098,50,2,11.4755,11.3324,10.5809,10.8635,5.5194,5.5574,7.4851,7.3108,5.0164,4.7878,4.8191,4.6674,0.1859
2000474,250,19,14.5109,14.522,8.8873,9.019,6.3969,6.059,7.4331,7.6616,5.7076,5.5918,4.9272,5.0294,0.1861
2010131,macro,2,10.0838,10.3327,9.5144,9.3393,8.5623,8.6556,5.9064,5.9809,5.8061,5.7,5.5683,5.2681,0.1863
4021609,macro,4,13.0539,12.969,10.1112,9.7643,7.212,7.315,7.8419,7.8006,6.2191,6.3714,5.7662,5.5526,0.1865
2103262,250,18,17.8512,17.653,9.591,9.462,5.5384,5.662,8.2727,8.3396,5.1356,5.3915,4.5976,4.8586,0.1868
7219108,50,62,14.9305,14.5514,6.9919,6.8288,6.2393,6.1066,6.3107,6.1819,5.6643,5.6309,4.4864,4.552,0.1871
2000721,250,4,12.1817,11.8405,8.5558,8.422,6.0207,6.062,6.7884,6.5581,5.3223,5.3959,4.7957,4.92,0.1871
4002212,macro,15,9.4272,9.0772,8.0436,7.9153,6.6048,6.7366,6.0448,5.9281,5.42,5.4096,4.9285,5.1301,0.1874
2004172,100,4,11.4187,11.6343,10.3849,10.2762,7.2436,7.197,7.5049,7.1262,6.1006,6.1206,5.8141,5.895,0.1874
1542411,250,4,12.4841,12.5452,10.6349,10.3667,6.5412,6.5192,8.0588,7.69,5.7922,5.7848,5.5184,5.5187,0.1881
4115406,macro,4,18.3014,18.3885,8.7442,8.9511,5.5931,5.3999,7.6972,8.0482,5.1474,5.1811,4.5806,4.5987,0.1882
1542705,50,4,14.1219,14.1844,8.849,9.19,6.2177,6.1859,7.2368,7.4456,5.5604,5.6702,4.9422,5.1317,0.1883
2223409,100,14,16.813,16.5734,8.4988,8.7921,5.5414,5.3646,7.4415,7.6267,5.0785,5.1039,4.5045,4.5794,0.1894
4029864,50,2,10.0183,10.1469,9.3338,8.9413,8.7118,8.5517,5.7764,5.7578,5.6545,5.5169,5.4383,5.4326,0.1895
7153819,100,14,15.1879,15.1571,14.8132,14.7961,4.4682,4.7893,10.7526,10.5878,4.3433,4.243,4.2834,4.5566,0.1898
7150935,50,4,12.0413,12.3304,10.5634,10.4401,5.6988,5.6715,7.3406,7.0132,5.1608,5.1526,4.8853,4.9836,0.1899
7226562,50,2,17.956,17.8331,7.5501,7.836,6.1996,6.4767,6.7991,6.9042,5.7506,5.8999,4.7043,4.8015,0.1899
4115548,250,4,13.203,13.1605,10.896,10.7982,6.0023,5.9499,7.6329,7.191,5.4407,5.4216,5.1258,5.2112,0.1902
4082642,macro,2,9.7266,9.5486,9.1372,9.1738,8.4597,8.1896,5.702,5.5599,5.5467,5.414,5.3441,5.0713,0.1907
4021609,250,4,12.9626,12.969,10.1304,9.7643,7.2201,7.315,7.8291,7.8006,6.2161,6.3714,5.7771,5.5526,0.1908
4027065,macro,2,8.996,8.8721,8.3016,8.247,7.8501,7.68,5.173,5.1689,5.2047,4.8454,4.9871,4.7815,0.1909
4024854,50,4,23.3331,23.6911,7.8327,7.681,6.1798,6.3318,7.2908,7.3066,5.8286,5.9714,4.7301,4.8857,0.1911
2228596,250,2,12.5067,12.451,8.4537,8.6954,5.7488,5.6279,6.8005,6.9068,5.1005,4.7604,4.6143,4.4871,0.1912
2004172,50,4,11.3815,11.6343,10.3545,10.2762,7.3408,7.197,7.4823,7.1262,6.1424,6.1206,5.8528,5.895,0.1914
4115548,100,4,13.2097,13.1605,10.9103,10.7982,6.0269,5.9499,7.6299,7.191,5.4552,5.4216,5.1387,5.2112,0.1914
4024854,macro,4,23.2655,23.6911,7.777,7.681,6.2818,6.3318,7.2436,7.3066,5.9072,5.9714,4.7475,4.8857,0.1915
1512278,100,4,13.582,13.5368,9.7835,9.7211,7.1405,7.3684,7.7929,7.6016,6.2309,6.4718,5.6111,5.8721,0.1918
2010131,250,2,10.0698,10.3327,9.5202,9.3393,8.6221,8.6556,5.9147,5.9809,5.8094,5.7,5.5874,5.2681,0.192
4501700,50,4,22.0416,22.164,7.4445,7.3168,6.5545,6.2206,6.9635,6.948,6.1406,5.9892,4.7358,4.5001,0.1921
2000721,50,4,12.1724,11.8405,8.523,8.422,6.2407,6.062,6.8078,6.5581,5.4794,5.3959,4.9122,4.92,0.1922
7112827,100,19,18.769,18.773,7.2543,7.525,5.4399,5.507,6.7167,6.9848,5.116,5.2843,4.2343,4.4441,0.1923
2204541,250,4,12.5738,12.94,8.1564,8.0432,6.6782,6.4253,6.6284,6.7141,5.757,5.7549,4.9594,5.0201,0.1923
4027065,250,2,8.9939,8.8721,8.3171,8.247,7.861,7.68,5.1737,5.1689,5.2039,4.8454,4.9849,4.7815,0.1926
2204541,macro,4,12.565,12.94,8.1626,8.0432,6.6661,6.4253,6.6323,6.7141,5.7468,5.7549,4.9563,5.0201,0.1931
2228596,macro,2,12.4564,12.451,8.4152,8.6954,5.7246,5.6279,6.7828,6.9068,5.0897,4.7604,4.6006,4.4871,0.1935
7150668,macro,4,12.9377,12.8188,7.7789,7.5492,5.9699,5.6463,6.5374,6.3807,5.2924,5.1672,4.6346,4.5215,0.1935
7207300,100,14,18.8231,18.9203,7.5747,7.222,5.4578,5.6287,6.9495,6.7472,5.0979,5.2059,4.3438,4.4396,0.1936
2000374,250,4,12.3332,12.3035,7.6444,7.712,6.5657,6.5768,6.3152,6.5344,5.6552,5.328,4.7501,5.0042,0.1937
2217005,macro,14,13.5145,13.548,12.0017,11.9648,4.2855,3.9356,9.055,8.9681,4.017,3.7794,3.8594,3.6647,0.1944
1505877,250,4,17.8703,17.5955,9.4291,9.7255,5.933,5.731,8.1752,8.0381,5.4803,5.4492,4.8725,4.9375,0.195
1504298,macro,2,10.6393,10.2417,8.3324,8.2057,7.4181,7.447,6.0358,5.9902,5.5475,5.3573,4.9909,4.8675,0.1951
1504298,250,2,10.627,10.2417,8.3489,8.2057,7.4333,7.447,6.037,5.9902,5.553,5.3573,5.0047,4.8675,0.1952
7225612,50,14,20.0886,20.049,9.1364,9.3138,4.9594,4.7104,8.1853,8.4468,4.6262,4.3713,4.2194,4.2034,0.1952
2310116,50,14,11.5814,11.4973,5.9701,5.9195,3.5426,3.4954,5.238,4.8126,3.5083,3.3443,2.9108,3.0098,0.1956
7052666,macro,2,13.467,13.4068,7.2253,7.2081,5.0578,5.0392,6.3901,6.033,4.6189,4.4933,4.0539,3.7673,0.1957
7219106,macro,62,14.9715,14.5609,7.0111,6.8598,6.2597,6.129,6.328,6.2056,5.6785,5.649,4.495,4.5705,0.1958
8000160,macro,1,13.1899,12.9959,10.7148,10.5187,6.2356,6.0994,7.9974,8.0318,5.5905,5.4704,5.2676,4.9197,0.1963
