cif,size,sgnum,assessed_100,actual_100,assessed_010,actual_010,assessed_001,actual_001,assessed_110,actual_110,assessed_101,actual_101,assessed_011,actual_011,mean_rmse
4028204,250,2,11.2078,11.0499,9.5153,9.5386,7.9951,8.0365,6.898,6.6753,6.1686,6.1881,5.8655,5.7366,0.125
1504512,250,19,19.5322,19.332,12.2518,12.3831,6.3215,6.2765,10.3422,10.4273,6.1037,5.9697,5.5015,5.5984,0.1251
7151832,macro,4,15.5142,15.4081,7.8005,7.837,6.583,6.3823,7.1026,6.9853,6.0179,5.8636,5.0165,4.9488,0.1258
1504911,250,19,14.6919,14.6209,10.6049,10.5735,8.0642,8.018,8.3901,8.5678,6.8819,7.0303,6.206,6.3888,0.1259
1502223,macro,19,26.8733,27.0296,13.4462,13.4415,7.2938,7.2964,11.9792,12.0355,7.1524,7.0443,6.1756,6.4125,0.1261
4063062,50,19,15.0893,15.1307,10.3284,10.3327,6.0761,6.2541,8.4951,8.5329,5.6283,5.7798,5.1561,5.3504,0.1262
4029893,50,14,13.219,13.2591,11.6187,11.709,7.423,7.252,7.7688,7.5397,6.4253,6.3625,6.178,6.1653,0.1263
7108094,250,14,22.8454,22.9734,7.6083,7.64,5.3212,5.4155,7.2426,7.2496,5.1889,5.1114,4.166,4.4181,0.1264
4000066,100,54,17.2911,17.1501,12.2544,12.1082,10.1743,9.9657,9.8741,9.8914,8.5324,8.6166,7.7582,7.6946,0.1266
2004440,50,2,13.2776,13.2464,9.6624,9.7457,7.2709,7.3484,7.7586,7.5069,6.2655,6.143,5.6893,5.7587,0.1272
7205922,250,2,18.693,18.5198,7.4891,7.4603,5.9005,5.7979,7.01,6.8524,5.5733,5.3961,4.3878,4.3593,0.1281
7033412,250,88,18.3379,18.1586,18.192,18.1586,14.5235,14.416,12.9229,12.8401,11.4886,11.2906,11.2001,11.2906,0.1285
7205922,macro,2,18.6836,18.5198,7.5233,7.4603,5.8891,5.7979,7.0298,6.8524,5.5625,5.3961,4.3959,4.3593,0.1289
4027612,250,14,17.0204,17.0791,9.8995,10.0365,7.826,7.8418,8.522,8.653,6.9715,6.9966,5.9348,6.1793,0.1291
2227688,macro,62,12.8438,12.89,9.7801,9.879,7.257,7.2157,7.6751,7.841,6.2264,6.2963,5.593,5.8269,0.1296
4341313,100,62,12.783,13.0806,11.9096,11.8901,9.5044,9.4327,8.7213,8.7984,7.6828,7.6509,7.4086,7.3897,0.13
4029893,100,14,13.2338,13.2591,11.6561,11.709,7.4194,7.252,7.7943,7.5397,6.4334,6.3625,6.1886,6.1653,0.1303
2009114,100,19,24.1467,24.151,7.8796,7.869,6.2896,6.2452,7.6835,7.4819,6.2194,6.0463,4.72,4.8918,0.1305
4324164,250,2,11.6541,11.8281,9.8084,9.8536,8.8325,8.8669,6.8842,6.6688,6.5831,6.7247,6.2382,6.1819,0.1311
1504657,macro,19,17.4906,17.6474,14.4115,14.4807,7.9475,7.8424,10.984,11.1944,7.1314,7.1666,6.7638,6.896,0.1313
4028921,100,19,18.6085,18.8901,8.7211,8.6308,7.3427,7.3532,7.8358,7.8502,6.7822,6.8524,5.4936,5.5972,0.1313
2208220,100,60,14.9054,14.817,11.4315,11.434,8.8011,8.7828,8.9237,9.0521,7.3738,7.5552,6.7502,6.9652,0.1315
7205922,100,2,18.7101,18.5198,7.414,7.4603,5.9235,5.7979,6.96,6.8524,5.5921,5.3961,4.3838,4.3593,0.1321
2233413,100,14,21.9136,22.1811,8.6776,8.634,5.3484,5.4076,8.0514,8.0459,5.2084,5.1253,4.4351,4.5829,0.1327
2004532,100,4,13.5945,13.6492,11.3895,11.6042,5.8347,5.9814,8.5851,8.5199,5.3941,5.4784,5.1623,5.3167,0.1328
4000066,250,54,17.315,17.1501,12.315,12.1082,10.0628,9.9657,9.8934,9.8914,8.4544,8.6166,7.7109,7.6946,0.1329
4112459,250,19,13.5305,13.343,12.0497,11.9789,10.903,10.8741,8.9254,8.9137,8.2691,8.4294,7.8507,8.0515,0.1336
1502223,250,19,26.9448,27.0296,13.3401,13.4415,7.3432,7.2964,11.9178,12.0355,7.1988,7.0443,6.1892,6.4125,0.1337
4103231,100,34,14.3081,14.0942,12.7377,12.8741,11.5568,11.3501,9.5236,9.5055,8.8408,8.84,8.5054,8.5138,0.1338
4111726,250,19,21.6535,21.737,15.0658,15.122,7.7179,7.51,12.2188,12.4136,7.2281,7.0983,6.7234,6.7262,0.1342
2008470,macro,14,24.7679,24.574,11.7996,11.8748,8.8473,8.8196,10.642,10.6919,8.3338,8.3012,6.8391,6.5916,0.1347
2240112,macro,92,18.639,18.5564,18.3483,18.5564,10.3097,10.1139,13.2076,13.1214,8.8238,8.8805,8.7787,8.8805,0.1351
7220055,macro,61,18.6576,18.665,10.0419,10.191,8.882,8.603,8.8747,8.9446,7.853,7.813,6.5144,6.5738,0.1355
2231532,100,19,17.0911,17.1839,14.4722,14.3757,8.1368,8.1928,10.9707,11.0261,7.2356,7.3953,6.8705,7.118,0.1359
2215558,macro,14,19.3688,19.2029,10.4394,10.325,4.3532,4.468,9.1347,9.0938,4.4221,4.2198,3.9794,4.1005,0.136
2000530,50,60,18.7443,18.917,13.2266,13.177,11.864,11.843,10.6401,10.8124,9.8173,10.0381,8.8065,8.8082,0.1361
1517506,macro,4,13.2313,13.2602,9.2923,9.4536,7.7838,7.5512,7.529,7.6976,6.5384,6.5618,5.7783,5.8142,0.1361
2239669,50,4,13.5717,13.5584,7.62,7.8839,6.0214,5.996,6.7054,6.8154,5.456,5.3331,4.655,4.7726,0.1363
1501776,250,4,10.6207,10.384,9.1786,9.167,4.9204,4.7814,6.774,6.8722,4.336,4.3431,4.201,4.038,0.1365
1520657,50,4,14.0197,13.9332,10.6079,10.5443,5.6048,5.5848,8.2558,8.408,5.1682,4.8909,4.9284,4.9353,0.1367
2004532,50,4,13.6512,13.6492,11.3373,11.6042,5.8597,5.9814,8.5504,8.5199,5.4147,5.4784,5.1714,5.3167,0.1367
4062589,100,61,23.3121,23.51,11.2548,11.121,8.4901,8.506,9.9795,10.053,7.8673,7.9986,6.5766,6.7563,0.1368
4343985,100,14,18.7556,18.6329,15.0817,15.3134,6.6247,6.6411,11.7837,11.8306,6.284,6.1103,5.9874,6.0928,0.1369
4324164,macro,2,11.6561,11.8281,9.8402,9.8536,8.844,8.8669,6.9177,6.6688,6.5997,6.7247,6.2504,6.1819,0.1369
1503522,macro,19,27.9593,27.9472,8.0309,7.9686,5.7719,5.938,7.8887,7.6632,5.8434,5.8083,4.5914,4.7614,0.137
4028747,macro,33,12.5714,12.6533,11.274,11.4169,10.5191,10.457,8.3463,8.4765,7.9404,8.0606,7.4872,7.7113,0.137
1517783,250,19,19.4305,19.667,14.6253,14.532,4.9267,5.026,11.7108,11.6876,4.8093,4.8695,4.5621,4.7499,0.1378
7108094,macro,14,22.8114,22.9734,7.543,7.64,5.3535,5.4155,7.1848,7.2496,5.2131,5.1114,4.1725,4.4181,0.1381
2010626,100,4,18.841,18.6624,7.4285,7.2899,6.1082,5.9664,6.8969,6.7902,5.7423,5.683,4.4945,4.3263,0.1381
1501776,macro,4,10.4647,10.384,9.1168,9.167,4.9771,4.7814,6.6817,6.8722,4.3549,4.3431,4.214,4.038,0.1383
2231532,50,19,17.0981,17.1839,14.4321,14.3757,8.1326,8.1928,10.9613,11.0261,7.2272,7.3953,6.8561,7.118,0.1386
4103921,50,61,21.2438,21.2607,11.5196,11.2443,10.2562,10.0849,9.9921,9.9398,9.051,9.1118,7.5675,7.5076,0.1387
4028204,100,2,11.2479,11.0499,9.5374,9.5386,8.0223,8.0365,6.9106,6.6753,6.191,6.1881,5.8824,5.7366,0.1391
2239669,100,4,13.4382,13.5584,7.6331,7.8839,6.0037,5.996,6.6979,6.8154,5.4359,5.3331,4.6519,4.7726,0.1393
2213115,macro,5,14.3238,14.1108,8.6634,8.756,6.0822,5.975,7.3069,7.1057,5.4407,5.5021,4.8502,4.9354,0.1396
2239669,250,4,13.4022,13.5584,7.6489,7.8839,5.9999,5.996,6.7057,6.8154,5.4294,5.3331,4.646,4.7726,0.1396
2009114,250,19,24.0988,24.151,7.9351,7.869,6.2871,6.2452,7.7205,7.4819,6.2046,6.0463,4.7282,4.8918,0.14
1506636,250,19,15.038,15.0145,12.3603,12.2906,6.1337,6.3088,9.5469,9.5105,5.6185,5.8162,5.4096,5.6126,0.1401
2239669,macro,4,13.3863,13.5584,7.656,7.8839,6.0091,5.996,6.7096,6.8154,5.4341,5.3331,4.651,4.7726,0.1402
7110251,50,14,20.8792,20.7534,7.1015,7.2585,5.4378,5.6501,6.7886,6.8515,5.2946,5.4517,4.089,4.023,0.1406
2101303,100,4,12.2132,12.0735,7.6625,7.546,5.6338,5.4213,6.4072,6.399,5.0407,4.8389,4.4017,4.4029,0.1409
2004532,250,4,13.5076,13.6492,11.3309,11.6042,5.9009,5.9814,8.5445,8.5199,5.433,5.4784,5.1933,5.3167,0.1409
4027612,100,14,17.0582,17.0791,9.876,10.0365,7.7673,7.8418,8.5271,8.653,6.9403,6.9966,5.9155,6.1793,0.1416
4031864,macro,19,14.7063,14.979,10.4461,10.326,7.0711,7.0792,8.4785,8.5016,6.2947,6.4004,5.6981,5.8388,0.1417
2208220,250,60,14.8506,14.817,11.3342,11.434,8.854,8.7828,8.8577,9.0521,7.4007,7.5552,6.7589,6.9652,0.1417
4111726,macro,19,21.6962,21.737,15.0604,15.122,7.7405,7.51,12.2125,12.4136,7.2464,7.0983,6.7363,6.7262,0.142
2000440,250,15,19.5102,19.222,9.4296,9.5309,5.0645,5.0758,8.3846,8.5389,4.961,4.9075,4.3228,4.3614,0.1423
2011289,macro,4,13.6848,13.5562,10.362,10.4151,8.7648,8.88,8.169,8.1659,7.1901,7.4282,6.5745,6.7573,0.143
7151832,50,4,15.6256,15.4081,7.8453,7.837,6.5508,6.3823,7.1354,6.9853,6.0051,5.8636,5.0211,4.9488,0.1435
4324164,50,2,11.6248,11.8281,9.7808,9.8536,8.8761,8.8669,6.9171,6.6688,6.6397,6.7247,6.2745,6.1819,0.1438
1502500,100,19,24.9595,24.8328,10.1583,10.2706,7.1247,7.1319,9.3602,9.4909,6.8963,6.8548,5.5812,5.8581,0.1439
4311125,250,14,15.1303,14.9899,12.3793,12.5752,7.5865,7.565,9.4929,9.634,6.6986,6.7024,6.2665,6.4824,0.1444
7151832,100,4,15.6257,15.4081,7.873,7.837,6.5325,6.3823,7.1653,6.9853,5.9932,5.8636,5.0185,4.9488,0.1445
1504911,macro,19,14.7646,14.6209,10.5046,10.5735,8.0665,8.018,8.3703,8.5678,6.8875,7.0303,6.1917,6.3888,0.1449
4103231,50,34,14.3279,14.0942,12.7694,12.8741,11.5882,11.3501,9.5397,9.5055,8.8747,8.84,8.5512,8.5138,0.1449
4032027,macro,2,10.6762,10.5792,10.1849,10.1576,7.3703,7.5387,6.3216,6.0653,5.6872,5.5509,5.6503,5.5894,0.1452
2233413,macro,14,21.8802,22.1811,8.6275,8.634,5.3911,5.4076,8.0033,8.0459,5.2478,5.1253,4.4441,4.5829,0.1454
2227688,250,62,12.7082,12.89,9.853,9.879,7.254,7.2157,7.6672,7.841,6.211,6.2963,5.5935,5.8269,0.1456
4076100,50,29,18.2817,18.28,9.4651,9.45,8.2396,8.406,8.4247,8.3946,7.373,7.6372,6.1114,6.2807,0.1457
4117942,50,19,18.9398,18.7217,16.3526,16.5417,9.2179,9.0959,12.2307,12.3962,8.1719,8.1814,7.93,7.9704,0.1457
1503768,50,19,21.7795,21.6268,11.6651,11.4672,4.4701,4.6217,10.2474,10.1311,4.5344,4.5196,4.1175,4.2866,0.146
2015326,100,2,13.4207,13.6023,12.0052,12.0479,7.3574,7.3119,8.0372,7.7812,6.3493,6.209,6.1336,6.0576,0.146
4028921,macro,19,18.6063,18.8901,8.7495,8.6308,7.2838,7.3532,7.8583,7.8502,6.7473,6.8524,5.464,5.5972,0.1462
4112459,macro,19,13.5522,13.343,12.0327,11.9789,10.9007,10.8741,8.9243,8.9137,8.2534,8.4294,7.8269,8.0515,0.1466
2009304,50,4,12.8258,12.5967,8.3206,8.0849,5.5377,5.5001,6.8806,6.804,4.9655,4.8749,4.47,4.5476,0.147
2236654,250,61,17.3364,17.238,6.9871,6.945,5.7815,5.542,6.6305,6.4418,5.4122,5.276,4.2491,4.3318,0.1471
1504657,250,19,17.4735,17.6474,14.3764,14.4807,7.9375,7.8424,10.954,11.1944,7.1214,7.1666,6.7531,6.896,0.1475
2232351,100,61,21.6731,21.5565,13.2098,13.4075,10.6581,10.428,11.2396,11.385,9.3766,9.3873,8.1684,8.2314,0.1477
4321431,100,19,21.5931,21.503,14.2213,14.358,7.9196,7.8669,11.6788,11.9408,7.316,7.388,6.7325,6.8992,0.1479
4076185,50,33,26.9956,26.847,11.6362,11.5347,6.6171,6.4849,10.8255,10.5979,6.4746,6.3036,5.6753,5.6528,0.148
2010831,250,19,16.6119,16.754,8.093,8.0689,6.8836,7.025,7.4406,7.2697,6.3425,6.4785,5.091,5.2983,0.148
4110921,250,14,18.3779,18.2487,11.8572,11.9341,8.511,8.5212,9.8327,9.9879,7.6511,7.7209,6.8286,6.5454,0.1482
2010831,50,19,16.6491,16.754,8.1462,8.0689,6.8895,7.025,7.4733,7.2697,6.3497,6.4785,5.1017,5.2983,0.1483
2231532,macro,19,17.0515,17.1839,14.5131,14.3757,8.1251,8.1928,10.9624,11.0261,7.2267,7.3953,6.8759,7.118,0.1484
4321022,macro,14,16.4219,16.6687,9.0342,8.945,7.9902,8.1828,7.8962,7.8818,7.083,7.1405,5.8865,6.0376,0.1485
4028921,50,19,18.5693,18.8901,8.7535,8.6308,7.458,7.3532,7.8175,7.8502,6.8378,6.8524,5.5519,5.5972,0.1485
4028747,50,33,12.6889,12.6533,11.2648,11.4169,10.412,10.457,8.3547,8.4765,7.9151,8.0606,7.4468,7.7113,0.1485
2016714,100,18,14.595,14.3836,11.8265,11.9764,6.2588,6.2245,9.2075,9.2037,5.5501,5.7125,5.3284,5.5231,0.1487
2010831,macro,19,16.5304,16.754,8.0912,8.0689,6.9379,7.025,7.4526,7.2697,6.3873,6.4785,5.1128,5.2983,0.1496
1513406,50,4,23.9985,24.198,9.1689,9.0517,5.0427,5.1476,8.7006,8.478,5.0104,5.0349,4.3258,4.4665,0.1497
2000561,100,4,13.7056,13.5947,10.6677,10.9565,5.838,5.874,8.2468,8.0874,5.3711,5.3922,5.068,5.1769,0.1498
7150257,100,33,19.5133,19.225,10.7752,10.95,6.077,6.047,9.4518,9.5149,5.8741,5.7684,5.2229,5.2935,0.1499
2239941,macro,2,14.6088,14.4197,10.3699,10.1848,5.8541,5.9982,8.2748,8.1919,5.3635,5.4636,5.0092,4.8437,0.15
7103266,macro,4,13.8316,13.8234,9.032,8.8875,5.3184,5.1233,7.5665,7.4757,4.8765,4.6492,4.5656,4.4386,0.15
2206965,50,14,17.7664,17.71,10.8193,10.9886,9.4529,9.487,8.9508,8.9518,8.1315,8.3627,6.9602,7.181,0.1501
2105218,250,19,17.2941,17.4253,11.0036,11.1889,7.866,7.7244,9.2199,9.4151,6.9946,7.0617,6.2096,6.3567,0.1505
1505922,50,19,17.1578,17.1852,15.3549,15.3404,6.123,6.3666,11.4967,11.4441,5.804,5.9701,5.6659,5.8803,0.1509
7151832,250,4,15.6625,15.4081,7.8274,7.837,6.5476,6.3823,7.1326,6.9853,6.0023,5.8636,5.01,4.9488,0.151
4027612,50,14,17.0473,17.0791,9.8076,10.0365,7.8161,7.8418,8.4893,8.653,6.9796,6.9966,5.9432,6.1793,0.1511
2007179,250,78,13.5491,13.791,12.3748,12.1747,12.2341,12.1747,9.2194,9.127,8.9825,9.127,8.5351,8.6088,0.1511
2233413,250,14,21.8631,22.1811,8.6486,8.634,5.3587,5.4076,8.0109,8.0459,5.212,5.1253,4.4262,4.5829,0.1511
